RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
25,24,Louisiana,state,,105738,106084,106290,106752,107137,107519,107856,108066,108416,108853,109471,110077,110773,111373,111986,112494,112910,113267,113601,114008,114437,114860,115271,115600,115831,116202,116642,117148,118143,118888,119690,,119477,119518,120038,120540,121021,121456,121772,121829,121833,121950,122263,122759,123231,123831,124263,124712,125154,125708,126339,126925,127408,127977,128521,129273,129884,130526,131158,131760,132057,132270,132419,132992,133619,134506,135446,136580,137636,138882,140081,141435,142871,144307,145771,147013,147953,148806,149506,150308,150925,151498,152118,152668,153174,153672,154274,154887,155251,155595,155861,156244,156517,156678,156832,156843,156900,156747,156609,156447,156465,156502,156531,156553,156508,156395,155985,155629,155284,155233,155191,155405,155464,155538,155405,155099,154767,154443,154391,154138,154148,154162,154431,154501,154679,154825,154756,154547,154370,154224,153966,153342,152310,151316,150477,150057,149724,149590,149485,149404,149207,149115,148944,148601,148338,148140,148376,148724,149127,149396,149429,149520,149555,149603,149487,149328,149276,149476,149928,150278,150538,150888,151374,151871,152068,152210,152449,152753,153154,153528,153967,154357,154403,154327,154252,154446,154715,154990,155535,155861,156118,156274,156726,157146,157551,157902,158365,158634,159046,159436,159758,160116,160339,160642,160685,160899,161240,161725,162177,162591,163072,163415,163684,163846,164190,164415,164852,165254,165772,166026,166328,166622,167090,167471,167933,168560,169454,170263,170526,170424,170152,170155,170124,170306,170370,170504,170334,170275,170301,170605,170783,170818,170974,171148,171400,171449,171559,171552,171724,172385,173234,174057,174532,174931,175042,175189,175557,176298,177185,178151,179150,180034,181098,182404,183741,184898,186220,187982,190063,192326,194376,196341,197931,200267,202412,204855,206729,209016,211215,213409,215014,216098,216624,216975,217171,217333
24,25,Kentucky,state,,93544,93651,93787,94088,94409,94715,95054,95445,95882,96267,96714,97193,97793,98315,98826,99259,99705,100164,100600,100954,101252,101522,101803,102061,102281,102541,102785,103026,103213,103420,103687,103967,104266,104544,104830,105078,105315,105604,105909,106216,106503,106772,107049,107333,107675,108019,108330,108607,108861,109156,109409,109605,109818,110073,110415,110711,111006,111358,111689,112026,112377,112789,113301,113817,114319,114759,115193,115607,115993,116277,116606,116935,117280,117574,117872,118170,118431,118659,118856,119056,119370,119687,120000,120171,120315,120465,120550,120517,120499,120524,120626,120725,120807,120940,120950,120926,120831,120803,120767,120533,120297,120070,120045,120070,120111,120117,120012,119872,119784,119767,119699,119562,119329,119110,118870,118663,118424,118277,118177,118199,118167,118137,118213,118382,118547,118487,118334,118135,117975,117799,117407,116937,116307,115745,115251,114910,114624,114342,114092,113883,113668,113427,113356,113299,113293,113318,113446,113675,113812,113822,113815,113745,113819,113849,113920,113910,113972,114108,114356,114559,114783,115056,115370,115751,115972,116184,116335,116534,116619,116816,116927,117232,117502,117917,118289,118470,118593,118643,118823,119100,119564,119939,120389,120821,121309,121712,122018,122393,122767,123048,123308,123564,123937,124437,124995,125656,126258,126947,127527,128076,128535,129034,129556,130105,130626,131164,131828,132597,133428,134212,134979,135666,136327,136856,137468,138087,138857,139624,140311,140895,141417,142010,142629,143172,143630,144044,144259,144638,145138,145894,146489,147123,147825,148573,149250,149898,150555,151209,151710,152297,152857,153424,153910,154479,154946,155406,155929,157027,158325,159886,161605,163192,164898,166611,168562,170369,172285,174407,176645,178579,180413,182152,183916,186765,189571,192383,194244,196312,198343,200348,201905,203367,204667,206080,207048,207599
46,26,Oregon,state,,159637,160146,160542,161359,161955,162469,162849,163317,163674,164068,164489,165015,165628,166112,166656,167090,167582,168055,168628,169283,169859,170423,170924,171520,172090,172663,173212,173782,174508,175337,176207,176839,177410,177963,178703,179419,180111,180736,181438,182213,183086,184039,185120,186323,187479,188699,189748,190801,191580,192519,193641,195066,196806,198655,200748,202705,204578,206301,208089,209829,211381,213173,215451,218727,222272,226164,230178,234573,239049,243036,246585,250337,253790,256852,259922,263598,267808,272402,276420,279943,281704,283045,284030,285159,285882,286610,287657,289383,291073,292119,292632,292690,292635,292109,291067,289811,287946,286791,285165,283787,281692,279650,277597,275284,272822,270232,267708,264938,262654,259983,257447,254593,252174,249722,247308,245464,244209,243318,242432,241697,240872,240244,240132,239906,239070,237763,236250,234486,232159,229933,227962,226042,224212,222219,220042,217976,216306,215266,214409,213545,212785,211709,210436,209070,208230,208006,208489,209439,210614,211685,212508,213565,214656,216116,217020,218335,219973,222775,225446,228344,231103,233596,235789,237258,238932,240205,242290,244431,246741,248421,249654,250850,251686,252956,254013,255318,256584,258042,259532,260953,262445,264221,266222,267959,269835,271763,273929,276330,278563,280876,283168,285958,288933,291246,293511,296090,299239,302094,304954,307357,309733,311827,313859,316545,319179,322252,324692,327061,328697,329970,331066,332482,333831,335386,337275,339534,341852,344373,346935,348848,350266,351577,353082,354419,355429,356534,358157,360092,362152,363532,364272,364240,364032,364078,364027,364563,364861,366461,367953,369920,371905,373888,376382,377950,379077,379466,380659,383337,387820,393139,399147,404282,409428,414716,421104,428338,436604,446171,455796,463741,469872,474583,479219,483869,489777,496338,503923,511247,517431,519750,518153,514560,512177,511327,511359,510401
45,27,Oklahoma,state,,80747,80813,81031,81370,81773,82096,82439,82747,83032,83297,83653,84096,84594,85058,85435,85772,86035,86299,86539,86840,87160,87456,87697,87934,88185,88515,88792,89069,89271,89484,89717,89972,90261,90536,90817,91089,91343,91615,91904,92227,92480,92690,92880,93131,93424,93686,93913,94152,94465,94816,95121,95388,95629,95862,96101,96421,96825,97260,97579,97905,98298,98698,99072,99393,99747,100049,100359,100674,101041,101346,101699,102037,102412,102870,103404,103902,104307,104683,105072,105448,105756,106089,106416,106741,106999,107175,107323,107503,107761,108095,108483,108818,109058,109200,109359,109478,109485,109549,109354,109404,109449,109754,109819,109801,109802,109913,109835,109680,109490,109198,109016,108878,109004,109185,109352,109511,109625,109643,109801,109928,110138,110254,110475,110776,111085,111150,110932,110656,110325,109883,109227,108758,108460,108309,108035,107738,107427,107204,107187,107279,107448,107264,107022,106748,106659,106686,106766,107033,107385,107681,107902,108068,108090,107998,108006,108197,108524,108744,108994,109332,109576,109837,110109,110484,110857,110968,111039,111069,111389,111754,112132,112392,112721,112979,113279,113520,113808,114251,114614,114948,115256,115748,116333,116839,117176,117484,117743,117979,118144,118054,117970,117986,118303,118742,119167,119564,119927,120280,120625,120932,121260,121691,122112,122566,122787,123039,123236,123642,124032,124375,124600,124854,125253,125819,126408,126955,127385,127566,127726,127820,128067,128212,128408,128608,128891,129373,129967,130533,130924,131362,131745,132020,132213,132608,133113,133632,134108,134743,135671,136489,137404,137925,138582,139072,139604,140086,140641,141433,142352,143480,144851,146191,147764,149124,150658,152082,153935,156041,158141,160089,161939,163919,165984,168796,171591,174374,176577,178774,180901,183091,185066,186611,187745,188786,189805,190568
11,28,Connecticut,state,,170761,171695,172565,173932,174878,175791,176796,178036,179259,180647,182027,183223,184354,185345,186628,188032,189519,190892,192149,193974,195879,198074,199787,201174,202321,203522,205073,206824,208812,210989,213203,215258,216988,219334,221977,224439,226419,227911,229852,232010,234620,237115,239489,241582,243978,245980,248417,250615,252799,254526,256356,258688,261519,264624,267638,270409,273092,276177,279508,282428,284594,286381,288854,291730,294913,297946,300856,303973,307001,310127,312895,315071,316622,317145,318741,320377,322566,323377,324018,324042,323942,323390,322649,322005,321904,321973,322003,321663,321204,320336,319351,318558,318081,317489,316284,314900,312327,309907,307028,305232,303798,302592,300921,298557,295712,292877,290301,288260,286362,285358,283731,282337,279894,277730,275418,274030,272716,271706,270120,268742,267368,266889,267085,268124,268761,269200,268578,267569,266047,263786,261113,258692,257654,257213,256167,254908,253323,252462,251043,249353,247291,245204,243632,242096,240893,239797,239018,238295,237465,236092,234812,233874,233232,233010,233088,233787,234768,235429,236251,237594,239334,240987,241847,242514,243228,243681,244126,244100,244064,244278,244209,244116,243572,243415,243097,242209,241167,240353,240025,239716,239573,239662,240301,240744,241311,241347,241485,241324,241352,240867,240208,239929,240299,240783,241104,240835,240787,240544,240632,240336,239897,239916,240672,241624,242566,242974,243638,244384,245368,246026,246858,247587,248373,249019,250059,250810,251202,251189,251606,252052,252523,252952,253383,253934,254108,254417,254499,255089,254913,255221,255511,256211,256577,256512,256374,256191,256250,256364,256626,256817,257381,257705,258440,259179,259772,260658,262517,,,274102,278645,282575,286188,290485,294963,299631,304868,310799,316606,320593,323211,325052,326969,329032,331906,335849,340272,345462,350018,353705,355725,356968,357773,358643,359444,360950
19,29,Iowa,state,,96286,96577,96816,97314,97786,98197,98588,98878,99220,99671,100098,100618,100914,101264,101475,101842,102199,102632,103012,103438,103850,104264,104663,105101,105344,105536,105642,106028,106506,107072,107487,107836,108081,108413,108802,109253,109627,109963,110218,110507,110795,111125,111527,112020,112525,113020,113465,113890,114220,114457,114718,115070,115459,115870,116240,116652,117015,117402,117677,118070,118382,118788,119116,119633,120309,121130,121994,122732,123304,123668,124039,124399,124674,124886,125079,125302,125543,125801,126128,126461,126771,127050,127324,127628,127875,128128,128361,128624,128700,128699,128665,128790,128909,129041,129150,129359,129619,129659,129499,129231,129106,128977,128855,128758,128727,128605,128490,128355,128147,127872,127663,127570,127520,127394,127314,127194,127080,126949,126862,126796,126810,126892,127164,127383,127521,127419,127215,126929,126581,126154,125759,125352,125063,124726,124383,124031,123713,123475,123324,123238,123222,123200,123255,123331,123312,123298,123318,123454,123659,123861,124109,124256,124471,124801,125177,125566,126040,126580,126941,127138,127325,127621,127849,128001,128127,128236,128316,128508,128783,129216,129808,130497,131108,131502,131751,131835,131926,131979,132084,132195,132507,132862,133359,133831,134398,134887,135358,135762,136103,136416,136805,137202,137572,137992,138507,139024,139515,139960,140417,140809,141094,141379,141733,142254,142894,143544,144198,144838,145405,145924,146366,146840,147287,147703,148188,148791,149243,149648,149993,150557,151121,151475,151828,152207,152711,153182,153592,154082,154646,155336,155894,156298,156531,156941,157364,157854,158201,158585,158931,159340,159753,160016,160218,160332,160586,160947,161536,161947,162413,162889,163832,164676,,,169959,171506,172924,174586,176327,177869,179549,181023,182580,184717,186873,189014,190342,191712,193111,194611,196049,197370,198405,199415,200137,200833
55,30,Utah,state,,178960,179107,179315,179800,181660,183257,184782,184976,185464,185890,186519,187088,187654,187935,188120,188310,188404,188614,188746,189055,189293,189581,189757,189823,189872,189806,189969,190140,190271,190371,190469,190433,190213,189733,189524,189296,189197,189262,189241,189462,189664,190076,190294,190383,190446,190569,190795,191034,191273,191678,192087,192537,192701,192941,193154,193380,193526,193621,193650,193606,193590,193975,194523,195342,196004,196803,197726,198807,199985,201204,202641,204109,205426,206925,208621,210833,213149,216261,220087,224139,227922,231160,234174,236795,239533,242175,244919,247403,249959,253015,256068,259022,260943,262391,263651,264914,265531,265255,263984,262142,260082,257911,255829,253459,251575,249690,247970,245842,243097,240569,238018,236261,234236,232403,230716,229118,227548,226125,225235,224529,223676,222874,222195,221931,221520,220497,218800,216646,215061,213527,211730,209434,207444,205633,204528,203324,202498,201420,200720,200451,199674,198927,198103,198174,198155,198486,198859,199827,201208,202545,203548,204437,205836,207610,209446,211342,213200,215191,217410,220148,222609,225463,228029,230567,232584,234253,235537,236111,236839,237507,238702,239116,239583,239787,239870,240089,240078,240720,241531,242269,243228,244133,245764,247558,249296,250772,252482,254579,256771,258542,259883,261226,262858,264533,266092,267482,269382,271306,273461,274926,276670,278179,280287,282434,284525,286491,288761,291189,293532,295823,298155,300650,302521,304248,306090,308567,311038,313963,316710,319581,322024,324104,326639,328972,331564,334032,336719,339417,342473,345172,347364,348408,349010,349887,351096,352711,354325,355297,356415,357592,360372,362909,365762,367805,370211,372263,375241,379298,384174,389786,395309,402529,408850,417092,424806,434726,446858,462145,477387,489988,498133,505355,511811,520927,529857,541784,551301,562655,570427,573525,570660,563619,560066,557531,555695,551884
6,31,Arkansas,state,,81854,82029,82182,82493,82721,82918,83096,83340,83632,83932,84394,84911,85544,85852,86101,86216,86538,86850,87211,87470,87700,87824,87936,88015,88148,88338,88543,88745,88993,89277,89603,89857,90151,90507,90889,91250,91481,91769,92033,92360,92731,93104,93520,93870,94283,94665,95048,95398,95786,96272,96804,97360,97823,98291,98732,99224,99732,100240,100744,101234,101886,102618,103400,104120,104797,105481,106195,106818,107482,108142,108935,109629,110215,110755,111307,111882,112412,112927,113408,113855,114300,114589,114856,115061,115272,115463,115591,115767,115809,115882,115920,116104,116181,116256,116198,116184,116117,116132,116153,116199,116105,115897,115681,115375,115107,114763,114477,114120,113738,113266,112786,112317,111989,111766,111510,111161,110759,110406,110270,110243,110384,110471,110594,110655,110738,110697,110451,110187,109727,109305,108743,108258,107847,107566,107400,107194,106884,106652,106527,106515,106522,106570,106562,106504,106478,106527,106736,107051,107481,107827,108037,108211,108450,108670,108901,109135,109470,109757,109929,110024,110092,110200,110324,110485,110627,110762,110799,110749,110785,110969,111297,111593,111820,111958,111999,112082,112254,112531,112831,113107,113377,113607,113798,113997,114110,114321,114569,114889,115183,115443,115770,116068,116385,116724,117121,117506,117905,118295,118662,118957,119257,119594,119971,120385,120798,121209,121657,122057,122471,122820,123360,123893,124402,124813,125250,125782,126269,126838,127330,127905,128356,128761,129124,129449,129873,130299,130811,131387,131896,132372,132736,133178,133606,134065,134452,134913,135367,135884,136161,136458,136692,137164,137669,138270,138671,139169,139702,140474,141273,142219,143432,144637,,147992,150003,151625,153727,155734,158056,160092,162195,163961,165856,168737,171660,174854,177016,179312,181211,183195,184899,186165,187497,188669,189976,190569
34,32,Mississippi,state,,85691,85703,85749,85910,86336,86820,87208,87542,87843,88266,88715,89357,89952,90273,90495,90707,91107,91450,91710,92012,92279,92714,92954,93147,93258,93328,93423,93392,93576,93782,94152,94391,94725,95067,95370,95597,95718,95895,96159,96500,96790,97004,97054,97288,97515,97903,98090,98233,98413,98681,99033,99330,99620,99859,100177,100573,101127,101704,102126,102392,102565,102954,103454,104067,104579,105275,105849,106670,107464,108505,109261,109698,110067,110682,111621,112714,113423,114199,114667,115590,116465,117543,118294,118852,119291,119577,119767,119980,120461,120785,120912,121040,121248,121496,121570,121389,121353,121172,121100,120679,120030,119392,118732,118270,117768,117416,117201,117045,116711,116371,116124,115979,115757,115445,115199,114841,114461,114015,113693,113444,113330,113287,113199,113045,112831,112627,112283,111862,111339,110817,110436,110333,110345,110286,110146,109938,109836,109651,109716,109635,109547,109220,109045,108938,108866,108773,108642,108601,108607,108613,108659,108605,108388,108095,107921,107928,107957,107967,108047,108022,107970,107798,107679,107531,107433,107310,107219,107294,107370,107543,107653,107896,108153,108383,108696,109027,109383,109758,110184,110704,111234,111742,112143,112546,112889,113318,113689,114013,114236,114405,114513,114612,114723,114873,115057,115283,115541,115869,116196,116581,116940,117194,117429,117674,117992,118255,118500,118823,119158,119475,119740,120009,120377,120769,121216,121540,121865,122226,122560,122887,123222,123675,124136,124503,124940,125384,125877,126306,126661,127129,127593,128173,128618,129078,129441,129767,130049,130427,130896,131404,131853,132229,132514,132628,132887,133160,133665,133931,134380,135088,136100,137244,138644,140177,141677,142975,144318,145786,147472,149094,150674,151939,153241,155731,158210,161187,162949,164919,166310,168079,169381,170508,171032,171554,172695,173634
42,33,Nevada,state,,161297,161344,161657,162320,163025,163662,164163,164814,165515,166209,166910,167576,168259,169048,169881,170727,171605,172502,173536,174673,175758,176792,177626,178577,179357,180068,180903,181918,183018,183889,184755,185662,186431,187441,188570,189858,191043,192255,193609,195025,196707,198375,200422,202574,205118,207717,210821,213915,217483,221067,,232307,239699,247327,258233,267415,278326,285440,292401,296298,299790,305779,311859,320460,325278,329356,331581,335370,338172,340023,340858,341140,341663,341725,344065,346810,349626,350390,350511,349998,349077,347347,345087,343778,342160,341311,339974,338057,335695,332532,328924,325141,320772,316673,310185,303630,295066,286270,277463,270595,265039,258289,251008,243425,235853,228845,220876,214507,207640,202908,197734,192637,186254,179868,173721,169261,165806,163707,161980,160068,159236,158374,157625,156223,154955,154583,153961,153107,151634,150415,149829,149062,147497,145477,143386,141406,140167,138508,137499,135651,134835,134081,133601,133032,132877,132604,132278,132070,132451,133827,135271,137266,139058,140941,143002,145233,148004,151065,154840,158051,161954,166259,171320,175557,179392,182778,185909,188078,190004,191868,193291,194220,194705,195364,196544,197295,197347,198152,199035,201111,202369,203938,205003,206435,208459,210272,211279,212299,213807,214909,215573,216405,217984,219655,220656,222345,223840,226037,227685,229004,230237,230425,231284,230276,230537,231064,233853,236308,238791,241716,245140,247849,251045,254539,258588,262294,264907,268201,270328,273434,276031,279880,283234,286852,289232,290852,291776,293512,295262,297081,297664,298702,299147,299144,297909,296557,295575,295979,297421,298829,300353,301699,304089,306400,306686,305156,304735,307078,311338,315020,318677,322633,326793,330866,335143,340255,349018,360276,371895,380981,388708,395738,402861,409337,418559,428289,439222,447525,454605,459012,459554,456474,450403,443396,436875,433100
23,34,Kansas,state,,96100,96163,96332,96545,96815,97072,97424,97794,98131,98510,98950,99476,100155,100926,101698,102291,102828,103335,103826,104284,104697,105139,105580,106058,106510,106882,107223,107527,107368,107193,107011,106992,107024,107059,107903,108604,109334,109570,109430,108890,108634,108759,109489,110073,110764,111279,111570,111892,112097,112405,112852,113573,114156,114577,114766,115124,116428,117808,119139,119585,120171,120687,121142,121416,121828,121689,121694,121688,122323,122584,122651,122913,123335,123900,124194,124549,124798,125046,125338,125799,126197,126646,127010,127439,127747,128000,128274,128665,129092,129398,129644,129978,130296,130578,130631,130589,130510,130463,130541,130611,130783,130884,130850,130880,130851,130879,130585,130287,129822,129657,129585,129830,129970,130137,130189,130207,130160,130191,130223,130180,130089,129895,129996,130096,130310,130332,130085,129528,128844,128360,127937,127509,127073,126744,126313,125814,125534,125334,125152,124828,124472,124053,123744,123462,123385,123396,123607,123831,124028,124323,124561,124703,124573,124515,124632,124832,124875,124770,124997,125373,125839,126059,126247,126320,126431,126589,126829,127103,127294,127460,127412,127489,127597,127925,128301,128657,128989,129249,129591,129913,130296,130624,131083,131611,132196,132821,133321,133746,134041,134425,134812,135222,135591,136075,136510,136941,137383,137839,138312,138750,139226,139711,140256,140869,141503,142139,142795,143488,143956,144286,144608,145097,145744,146454,147308,148221,149090,149811,150368,150900,151470,152021,152401,152789,153287,153896,154658,155386,156104,156639,157112,157546,157924,158365,158863,159406,159938,160504,160926,161478,162037,162688,163271,163895,164501,165039,165683,166635,167823,169373,,173296,175719,178122,180557,182497,184552,186888,189184,191388,193370,195405,196954,198969,201047,203090,204670,206179,207810,209722,211347,212844,213838,215068,215709,215770
41,35,New Mexico,state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137343,137603,137664,138021,138374,138802,139142,139481,139793,140156,140424,140654,140820,141062,141507,142054,142633,143056,143552,144148,145009,145701,146514,147057,147655,148352,149364,150484,151359,151945,152524,153084,153744,154380,155030,155932,156877,157909,159010,160510,162248,164279,166175,168085,169946,171732,173557,175333,177644,179801,182076,183851,185807,187630,189426,190894,191989,192759,193416,193857,194808,195651,197034,197871,198603,198625,198612,198548,198638,198513,198269,197828,197257,196601,195732,194728,193612,192649,191433,190306,189419,188849,188124,186640,185539,184511,184752,184270,184023,183008,183011,182581,182211,182003,182059,182409,181858,181365,180141,179004,177837,176776,175030,173240,171711,171529,171476,171537,170712,169620,168348,167680,167197,166888,166477,166041,165615,165303,165058,164772,164533,164659,164727,164859,164778,165126,165154,165372,164992,164745,164500,164957,165532,166343,167030,167577,168385,168484,168940,169036,170239,171165,171903,172054,172140,172207,171814,171481,170869,170848,170799,171403,171760,171794,171648,171697,172320,172784,173195,173588,174087,174305,174141,173639,173525,173700,174241,175150,176029,176933,177474,177961,177902,178035,178625,179739,180709,180885,180995,181001,181682,182352,183054,183649,184204,184737,184902,185306,185573,185915,186481,187569,188912,189994,190726,190936,191312,191783,193068,194238,195581,196661,197435,198085,198818,199831,200933,201995,202957,203920,204467,205115,205875,206973,208091,209467,210875,212324,213293,214633,216233,218401,220719,223675,226437,229787,233173,236833,239904,243353,247347,251934,255663,258993,262021,265343,269224,273381,277758,282053,286108,289671,293246,295815,297954,299261,300627,302724,304147
38,36,Nebraska,state,,120444,120761,121000,121394,121521,121579,121610,121838,122088,122350,122685,123034,123641,123956,120164,116134,112341,112644,112995,113261,113541,113788,114043,114343,114716,115071,115413,115657,116046,116359,116712,116988,117330,117719,118084,118511,118972,119453,119906,120279,120788,121217,121793,122246,122830,123319,123845,124359,124899,125483,126031,126541,127127,127691,128344,128833,129147,129372,129626,130103,130603,131070,131558,132008,132552,132960,133436,133776,134177,134507,134880,135143,135486,135840,136258,136644,137026,137328,137569,137609,137753,137937,138242,138429,138579,138659,138743,138792,138781,138391,138281,138211,138321,137859,137498,137132,136737,136117,135597,135332,135158,135030,134873,134648,134233,133678,133065,132451,131942,131716,132034,132289,132685,132808,132951,133028,133313,133730,134037,134486,134990,135421,135464,135962,136213,136215,135280,134250,133219,132368,131578,131102,130928,130901,130821,130326,130112,129944,130030,130083,129985,130036,130033,129920,129495,129006,129039,129429,129988,130389,130797,131053,131471,131593,132027,132465,133553,134618,135336,135717,135876,136287,136578,136879,137008,137206,137361,137545,137472,137756,138381,139520,140327,140877,141208,141475,141615,141733,141880,142270,142735,143559,144431,145364,146180,146955,147593,148232,148729,149328,149931,150323,150666,150874,151197,151571,152134,152899,153758,154646,155526,156439,157218,157960,158603,159551,160736,162053,163043,163914,164712,165546,166418,167455,168562,169608,170444,171292,172005,172860,173805,174888,175796,176683,177514,178391,179230,180088,180896,181533,182174,182836,183518,184235,185038,185930,186764,187591,188197,188722,189389,190229,191098,191610,191844,192246,192973,194185,195627,197611,199729,201681,204237,207045,210187,212607,215499,218348,220991,222913,224553,226028,227653,230756,234222,237557,239487,241446,243306,245140,245959,246592,247446,249136,249999,250513
61,37,West Virginia,state,,71335,71395,71469,71603,71733,71918,72143,72464,72706,73038,73523,74167,74915,75257,75568,75690,76039,76305,76559,76792,76977,77216,77325,77421,77495,77755,78096,78360,78537,78695,78913,79178,79427,79804,79996,80159,80219,80576,80982,81418,81780,82136,82502,82721,82923,83057,83351,83709,84192,84731,85384,85913,86372,86795,87410,88041,88650,89210,89789,90356,90995,91686,92213,92707,93324,94135,94972,95322,95656,95904,96452,96974,97529,97630,97606,97422,97791,98197,98545,98801,99134,99630,99839,99942,99880,100024,100242,100502,100706,100871,100986,101131,101196,101274,101288,101390,101531,101723,101839,101943,102051,102247,102474,102617,,,99711,99607,99891,100075,100262,100069,99850,99629,99373,99203,98261,97343,96329,96099,96057,96168,96487,96806,97089,97359,97543,97799,97397,96876,96238,96073,95929,95793,95540,95378,95257,95355,95387,95484,95361,95265,95176,95218,95213,95252,95358,95492,95495,95508,95573,95713,95797,95858,95927,95990,96053,96193,96471,96780,96991,97129,97317,97561,97930,98300,98686,98937,99000,98986,99030,99224,99407,99499,99579,99720,100049,100409,100766,100995,101063,101199,101359,101679,101938,102130,102293,102437,102788,103105,103437,103602,103809,103981,104196,104411,104636,104745,104828,104898,105097,105294,105458,105547,105522,105583,105649,105891,106135,106386,106652,106979,107512,108124,108763,109198,109584,109942,110254,110499,110634,110699,110714,110709,110951,111172,111501,111784,112198,112631,113055,113473,113868,114203,114522,114837,115213,115557,115513,115464,115482,115672,115820,116016,116405,116742,117051,117270,117664,118187,119232,120163,121185,122116,123187,124207,125066,125978,126949,127920,128842,129814,130762,,135602,138354,139414,140695,141562,142405,143069,143728,144484,145315,146314,146997
