RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
40,10,New Jersey,state,,183944,184704,185340,186710,187899,189255,190690,192451,194341,196197,197757,199145,200491,202191,203882,205735,207443,209347,211311,213472,215771,218162,220223,222072,223845,225846,227950,230085,232249,234654,237302,240619,244205,247917,251154,254203,257168,260149,263119,266115,269224,272522,275945,279463,282652,285503,287903,290245,292657,295270,298298,301570,305415,309400,313585,317836,321955,326016,329692,333151,336470,339638,343026,347095,351531,356135,360388,364587,368519,372498,376265,379743,382551,385349,388178,391380,394240,396599,397874,398183,397955,397149,396122,394576,393149,392254,392218,392486,392266,391078,389210,387179,385331,383679,381941,380166,378697,377560,375848,373158,369650,366385,363356,360444,357374,354065,350546,347515,345393,343582,341678,339011,336360,333751,331469,329545,327944,326847,326139,325965,325936,326026,325840,325653,325238,324605,323518,321918,319832,317483,315331,313400,311900,310372,308746,306777,304585,302298,299867,297843,296082,294474,292642,290758,289409,288550,288264,287536,286808,285677,284675,283582,282937,282718,282935,283282,284133,284849,285754,286287,287254,288576,290146,291710,292910,294002,295185,296138,297240,297937,299347,300677,302054,302845,303212,303188,302776,302276,301757,301493,301649,302361,302738,303310,303708,304177,304171,303956,303878,303837,304074,304183,304028,304057,304280,304987,305593,306161,306552,306670,306787,307066,307433,307842,308450,309100,310388,311564,313259,314053,314979,315740,316821,317762,318817,319990,321295,322847,324369,326335,327631,328772,329264,329657,330283,331037,331880,332611,332931,333362,333939,334845,335845,336433,336929,336838,336623,336500,336658,337558,338375,339586,340683,342444,343364,344286,345349,348457,353044,358614,364013,369357,373591,378005,382254,387332,393189,400250,407626,414360,419464,423437,426771,429949,433539,437507,442666,448729,455138,460689,465028,467328,468835,469841,472224,474669
56,11,Virginia,state,,136640,137131,137588,138411,139131,139783,140621,141575,142605,143540,144531,145564,146615,147514,148497,149506,150638,151702,152868,153988,155167,156279,157485,158602,159660,160749,161911,163236,164545,166009,167523,169123,170691,172212,173637,174963,176113,177361,178708,180306,182021,183794,185742,187694,189723,191799,193786,195703,197426,199475,201901,204803,208230,212041,216341,220771,225158,228884,232110,235380,238790,242080,245685,249873,254903,259669,264230,268241,272400,275963,279299,281904,284283,286711,289188,291339,292667,293515,294335,294806,294655,294168,293768,293591,293310,293288,293255,293559,293137,292204,290613,289165,287963,286971,285923,284372,282647,280734,278451,275887,273135,270917,268461,265756,263050,260986,259301,257708,255827,254100,252403,250965,249696,248463,247353,246211,245134,244222,243870,243987,244523,244961,245411,245895,246225,246017,245021,243830,242708,241787,240818,240136,239518,238856,238041,237334,236622,235980,235267,234736,234036,233345,232817,232680,232720,233073,233499,233873,234177,234311,234505,234541,234813,235501,236656,237666,238800,239779,240949,241788,242453,242996,243686,244502,245493,246227,247042,247802,248889,249631,250270,250551,250798,251017,251261,251356,251437,251626,251913,252203,252268,252617,252986,253257,253534,253653,253822,253964,254247,254571,254856,255227,255757,255877,256045,256407,257115,257711,258179,258692,259318,259951,260783,261749,262799,263894,264784,265646,266161,266791,267255,267958,268663,269591,270521,271267,272157,272845,273866,274598,275522,276283,277096,277815,278516,279312,280079,281095,282020,283349,284539,285642,286255,286805,287425,288429,289603,290873,291511,292033,292386,293399,294364,295553,296618,297827,299310,301185,303466,306056,308924,311877,315302,318697,322552,326532,330927,335331,339169,342413,345078,347551,350290,354045,358036,362265,365792,369340,372506,375648,378222,379915,381303,382703,384085,384969
59,12,Washington,state,,172608,173200,173708,174693,175624,176400,177259,177979,178631,179202,179855,180715,181612,182525,183372,184180,184782,185411,185956,186720,187329,188111,188745,189670,190371,191143,191800,192388,192841,193214,193757,194404,195006,195611,196188,196590,197171,197757,198753,199725,200930,202011,203141,204475,205808,207123,208140,209305,210587,211915,213320,214970,217107,219480,221734,223838,225774,227719,229786,232193,234624,236702,239251,242384,246049,250293,254839,259909,264362,268224,271794,275098,277964,281158,284497,288611,292556,296242,299624,302685,305261,307364,308634,309459,310058,311153,313063,315454,317325,318389,318804,319320,319422,318517,316833,315067,313408,311975,310549,308525,305913,303077,300529,297608,294576,291713,288886,285823,283197,280373,277473,273526,270257,267534,265815,264137,262710,261824,261427,261032,259676,258402,257299,257665,258043,257539,255659,253035,250663,248049,245640,243268,241342,239873,238014,235997,232883,230590,228417,226930,225068,223329,221732,220454,219603,218492,218168,218160,219155,220410,221853,223209,224407,225822,227577,229442,231015,232809,234927,237387,239971,242217,244553,246640,248699,250350,251670,253065,254809,256806,257945,258893,259516,261150,262392,263363,263850,264950,266389,268380,270637,272500,274529,276302,278649,280482,282185,284283,286377,288664,291063,293831,296522,299733,302722,305699,307970,310247,312668,314720,316854,318799,321561,324797,328246,331822,335250,338840,342010,344912,347774,350447,352978,355753,358657,362532,366712,371441,375720,379275,381882,383476,384488,385445,387090,388871,390645,391924,393642,394612,395509,395632,396354,396763,397575,398569,400099,401698,404223,407557,411841,415910,420304,423634,424647,425168,426842,432143,438458,445831,452604,458649,464777,471426,478994,487550,496915,509388,521011,531859,539687,547322,555944,565143,574882,584866,595952,607582,614905,617248,615894,612308,610104,607677,608039,602324
8,13,Arizona,state,,134216,134540,134923,135668,136444,137051,137695,138318,139060,139742,140381,141007,141622,142245,142871,143507,144143,144770,145348,145948,146568,147261,147951,148571,149063,149532,150080,150689,151279,151959,152681,153540,154207,154930,155540,156279,156925,157653,158282,159033,159782,160621,161468,162410,163486,164511,165335,166046,166698,167644,168778,170151,171822,173630,,,181257,183925,186559,189920,193437,197897,202402,208018,214486,222836,231923,240458,249210,256363,263136,266984,268509,271970,276278,281170,283507,284527,284184,282785,280523,279466,277567,275779,273835,272712,272307,272257,271894,270647,268732,266296,263387,260768,256970,253490,249608,244737,239630,233527,229584,225222,220554,214333,208634,204054,198260,192372,187112,184425,181445,178218,174469,171617,169217,166945,164882,162634,162307,162385,162408,161199,160046,159716,158986,158069,155645,153924,151595,150132,148258,146607,144681,142916,141638,139924,138377,136609,135644,135067,134748,134756,134692,135513,136046,136999,137535,139396,142074,145092,147859,150558,153676,156398,159091,160681,162808,164191,166165,167667,169567,172113,175149,177601,179626,181200,181962,183391,185135,187674,188429,188263,188143,188460,188583,188768,188626,188950,189748,190751,191297,191695,193143,194726,196225,196922,198060,199110,200498,201310,201940,202586,204245,205716,206909,207788,208779,209603,210055,210835,211969,213472,214939,215837,216783,218058,219705,220988,222112,223267,224806,225793,227149,228366,229680,230530,231899,233843,235869,237581,239044,240367,241766,243180,244927,246168,247316,248206,249459,250675,251914,252754,253539,254450,255604,257261,258671,260076,261504,263495,265359,267261,269725,273223,275578,277232,279129,282905,287493,292186,297348,303106,309739,315522,322814,328920,338931,349376,361044,370644,378202,385314,391158,396731,402263,409781,418002,427713,435393,441149,440349,436151,429517,426159,422605,419675
26,14,Massachusetts,state,,204750,205724,206741,208658,210524,212462,214767,217626,220755,224012,227067,230149,232850,235385,237971,240683,243423,246274,249267,252545,255585,258989,262246,265279,267588,269679,271988,274474,277110,279769,282836,285993,289544,293748,298044,302004,304960,307922,310980,314395,317654,320451,322598,324781,327334,330130,332873,335379,337745,340237,342868,345841,348729,351341,354013,356731,360143,363354,366317,368670,370928,373881,376934,380186,382747,384283,385117,385555,386776,388113,389128,388972,388601,387696,387330,387022,386790,386039,383928,381616,378833,376610,374096,372049,370674,369741,369241,368531,367698,366471,364829,363272,361762,359955,358147,356347,354445,352232,349854,347767,346049,344503,342591,340374,337504,334539,331611,329112,326980,324849,322619,320817,319776,319129,318617,318066,317775,317499,317649,318437,319758,321328,322410,323607,324202,324739,324217,323310,321272,319339,317627,317018,316290,315023,313224,311886,310762,310087,309279,308415,306908,305018,303229,302069,301076,300131,299916,300326,301241,301681,302116,302301,302431,303077,304518,306645,308174,310614,312945,315626,317711,319554,321612,323564,325929,327987,329624,330655,331808,332808,334464,336188,337769,338736,339373,339872,340006,339918,340190,341461,343578,345512,346928,347414,348242,348907,350243,351346,352592,353914,354867,355513,356726,358794,360852,363062,365055,367018,367861,368417,369865,371459,373836,375431,377168,378279,379641,381738,384143,386958,389505,391078,392810,394054,396289,398054,400342,402880,405475,407375,408997,410816,412686,414110,415024,415941,416611,417654,418540,418931,418870,418965,419502,420286,420356,420680,421427,422520,423543,424790,426940,428936,431365,432737,433905,434107,436090,440598,446540,453118,459377,465638,471271,477118,483015,489381,496617,505627,514519,522259,527190,531418,535413,540012,545353,551470,558734,567089,574176,579611,581137,580414,579244,578646,578925,578596
53,15,Tennessee,state,,114830,115019,115166,115497,115789,116031,116287,116538,116869,117167,117527,117955,118466,118848,119197,119467,119777,120037,120268,120569,120877,121232,121483,121666,121801,122022,122258,122457,122652,122858,123093,123277,123484,123746,123993,124242,124406,124675,124923,125232,125518,125831,126122,126427,126739,127088,127392,127682,127970,128339,128756,129216,129628,130054,130514,131006,131519,132061,132568,133085,133560,134183,134883,135679,136469,137308,138243,139174,140072,140877,141628,142371,142968,143672,144386,145246,146055,146897,147739,148603,149361,150079,150636,151123,151418,151795,152275,152858,153401,153864,154225,154491,154555,154515,154242,153907,153337,152872,152499,152357,152232,152011,151610,151061,150451,149929,149345,148747,148201,147817,147403,146821,146065,145339,144671,144173,143753,143446,143155,142958,142863,142783,142814,142871,142965,142888,142669,142310,141862,141329,140790,140195,139495,138912,138352,138003,137578,137230,136855,136549,136240,135870,135536,135229,135116,135008,135045,135127,135282,135347,135456,135567,135771,135917,136052,136215,136483,136814,137191,137611,137963,138331,138637,139119,139699,140408,141173,141823,142453,142899,143273,143537,143890,144288,144685,144990,145272,145512,145790,146188,146707,147246,147776,148294,148962,149554,150153,150699,151378,152131,153037,153803,154572,155287,156097,156832,157438,157993,158711,159451,160353,161247,162321,163380,164259,165005,165937,167117,168344,169507,170636,171716,172691,173635,174687,175784,176833,178002,179104,180233,181245,182293,183351,184330,185337,186353,187314,188243,189242,190205,191178,192021,192879,193606,194195,194831,195586,196471,197470,198472,199520,200829,202321,203829,205131,206392,207610,208902,210360,212126,214428,216937,220150,223128,226201,229118,232683,236998,241924,247004,251978,256819,261769,267688,273672,280485,285612,291245,295777,301205,305071,307808,309266,310161,310972,311333
22,16,Indiana,state,,104181,104117,104018,103557,103425,103539,104144,104572,104887,105276,105850,106538,107028,107170,107226,107263,107577,107939,108347,108637,108732,108981,109149,109485,109462,109514,109373,109317,109427,109732,110079,110122,110054,110146,110362,110632,110689,110746,110776,110930,111146,111446,111762,111991,112140,112368,112578,112818,112978,113151,113405,113615,114016,114401,114835,115190,115421,115756,116039,116396,117259,118293,119340,119820,120332,120997,121688,122138,122424,122658,122879,123049,123004,123003,122857,122904,123057,123522,123970,124361,124650,125051,125333,125613,125686,125806,125813,125938,125882,125836,125652,125582,125462,125487,125727,126086,126297,126316,126251,126122,125953,125814,125576,125188,124693,124339,123984,123506,123137,122823,122695,122522,122369,122227,121921,121592,121257,120979,120846,120790,120724,120780,120809,121025,121058,121106,120960,120689,120173,119628,119019,118559,118113,117713,117384,117093,116799,116537,116426,116513,116599,116588,116444,116232,115937,115797,115796,116034,116256,116364,116377,116341,116341,116416,116342,116364,116323,116511,116684,117087,117454,117851,118144,118451,118673,118803,119048,119374,119739,120093,120508,121009,121439,121824,122214,122590,122906,123163,123467,123779,123996,124197,124385,124804,125202,125650,125865,126096,126337,126553,126839,127133,127542,127923,128224,128608,129077,129731,130471,131188,131863,132455,132950,133356,133713,134234,134940,135826,136704,137512,138169,138891,139554,140397,141206,142053,142723,143430,144309,145309,146264,147203,148242,149232,150086,150692,151478,152387,153532,154357,155117,155671,156426,157042,157668,158301,159117,159959,160671,161225,161897,162735,163600,164443,165186,165954,166842,167884,169266,170809,172753,174821,177433,179992,182645,184810,187251,189877,192782,195545,198076,200553,203048,206027,209098,212317,214926,217603,219896,222184,223656,224851,225974,227170,227893,228175
32,17,Missouri,state,,101200,101403,101653,102181,102763,103336,103941,104617,105289,106013,106800,107509,107998,108347,108835,109468,110153,110852,111535,112148,112760,113418,114120,114831,115476,116124,116668,117202,117743,118364,119015,119587,120207,120885,121572,122171,122698,123274,123838,124407,125025,125706,126378,127051,127723,128449,129103,129795,130402,130893,131263,131581,132057,132605,133284,133843,134315,134754,135273,135856,136411,136911,137398,137909,138547,139193,139841,140476,141120,141795,142390,142952,143390,143786,144123,144480,144821,145182,145551,145878,146237,146627,147000,147263,147436,147576,147704,147769,147783,147743,147692,147617,147466,147237,146829,146430,146105,146012,145909,145573,145162,144660,144165,143617,143121,142684,142029,141362,140731,140342,140040,139703,139237,138594,137899,137342,136810,136442,136395,136557,136555,136283,136255,136503,136722,136496,135965,135230,134379,133444,132486,131588,130804,130134,129345,128555,127784,127186,126710,126169,125752,125189,124741,124190,123854,123640,123734,124058,124414,124581,124529,124477,124577,124533,124683,124839,125382,125732,126067,126283,126643,127097,127500,127765,127846,128083,128256,128531,128686,128955,129264,129759,130435,131107,131624,131963,132196,132425,132669,132897,132927,133057,133333,133986,134624,135274,135789,136268,136707,137137,137463,137934,138360,138971,139506,140108,140755,141430,142139,142756,143393,144098,144875,145519,146190,146973,147815,148611,149174,149746,150288,150950,151785,152623,153371,154050,154798,155615,156496,157367,158207,158932,159665,160446,161086,161729,162328,163148,164049,165016,165762,166297,166746,167157,167527,167776,168165,168635,169164,169709,170383,171227,172019,172677,173059,173703,174726,176335,178124,180008,181997,184049,186417,188884,191663,194408,197214,199969,202740,205138,207182,209115,211142,213798,216561,219966,223158,225977,228294,230497,232141,233370,234078,235350,236439,237181
27,18,Maryland,state,,162313,162338,162540,162957,163674,164408,165223,165894,166606,167392,168226,169174,169902,170631,171261,172212,173218,174399,175576,176893,178210,179439,180679,181974,183313,184614,185960,187508,189430,191507,193737,195983,198173,200281,202193,204225,206103,208107,210116,212356,214763,217441,220201,223040,225942,228912,231624,234161,236497,239129,241749,244954,248473,252706,257189,262190,267112,271573,275692,279727,283919,287889,291873,296758,302190,308260,314472,320779,326028,330923,334540,338789,341875,345322,348908,353139,357168,360080,362556,364317,365452,365589,365606,365326,365236,365009,365314,365611,365701,365099,364047,363014,361953,360150,357134,353997,351620,349805,347761,345075,341382,336942,331714,326852,322156,318014,314761,311600,308435,304843,301191,297515,294153,291640,289028,286815,284253,282525,281224,280469,280167,279548,279243,279008,279313,279043,277982,275850,273535,271449,269374,267298,265458,264635,264405,263873,262665,261326,259695,258018,256179,255067,254375,253764,252928,252445,252540,252970,253306,253492,253736,253937,254255,254602,255379,256287,257592,259055,260824,262587,264449,265945,267318,268373,269806,271280,273191,274513,275741,276880,277698,278684,278788,278948,278652,278548,278468,278566,278873,279113,279115,279199,279684,279958,280257,279903,279734,279261,279312,279378,279315,279908,280483,281448,281907,282908,284018,284615,285133,285233,286335,287222,288468,289378,290568,291722,292671,293603,294114,294689,294692,295046,295738,296972,298521,299957,300784,301723,302513,303956,305007,305954,306721,307108,307502,307834,308685,309629,310919,311756,312141,312199,312439,312818,312918,312968,313052,313340,313695,314090,314845,315496,316588,317352,318096,318947,320843,323453,326606,330037,333951,338012,341371,345468,350021,355027,359229,363340,367316,371088,374020,376800,379419,381903,384770,387867,391560,395122,398519,401253,403228,404309,405033,406035,407025,407629
60,19,Wisconsin,state,,119292,119344,119589,119901,120377,120829,121416,122012,122584,123151,123675,124225,124731,125308,125908,126585,127199,127811,128433,129073,129704,130320,130909,131496,132065,132646,133192,133728,134251,134789,135315,135916,136518,137232,137852,138482,138973,139520,140180,140877,141723,142597,143577,144708,145878,147128,147930,148613,149190,150039,150887,151931,153229,154674,156254,157416,158515,159473,160527,161529,162000,162370,162795,163777,165025,166369,167701,168942,169977,170791,171431,171931,172279,172681,172997,173361,173642,173862,173985,174168,174466,174793,174991,175079,175318,175482,175713,175792,175816,175763,175499,175392,175302,175354,175248,175136,174945,174474,173728,172898,172244,171834,171379,170820,170082,169010,167764,166603,164900,163939,163044,163077,162614,162179,161544,161129,160599,160068,159466,159025,158976,159209,159541,159829,159967,159693,159126,157969,156466,155008,153651,152560,151517,150438,149481,148485,147618,146856,146065,145535,145102,144616,144206,143605,143217,142616,142375,142252,142633,142877,143205,143135,143104,142778,142707,142463,142555,142244,142617,143237,144409,145257,146011,146620,147353,147959,148473,148784,149137,149726,150587,151219,151697,152073,152563,152696,152595,152472,152686,153108,153522,154092,154453,155151,155602,155973,156064,156111,156274,156584,157156,157852,158534,159225,159750,160425,161145,162080,162775,163594,164448,165456,166332,167294,168317,169380,170348,171375,172269,173170,173951,174766,175474,176166,176988,178208,179591,180995,182345,183553,184671,185428,186136,186768,187578,188427,189228,190088,190781,191953,193110,194332,194936,195350,195831,196512,197108,197951,198601,199625,200462,201696,202791,203871,204606,205354,206413,208090,210065,212148,214643,217176,219978,222677,225504,228108,230935,234322,237708,240554,242677,244451,246101,248190,250868,253915,256970,260011,262533,264786,266329,267522,268496,269929,271711,273341
10,20,Colorado,state,,183783,184678,185527,187442,189338,191399,193374,195591,197829,200034,202144,204169,206264,208206,210202,212108,213979,215638,217306,218964,220432,221695,222696,223478,223840,224310,225045,225967,226913,227680,228433,228888,229420,229970,230486,230682,230720,230798,231213,231616,231826,231940,232093,232330,232587,232813,233241,233676,234046,234363,234753,235362,236089,236854,237487,238070,238297,238674,238983,239627,240280,240738,241260,241889,242765,243555,244239,244896,245423,246067,246593,247152,247704,248022,248313,248595,249272,249852,250133,250450,250383,250186,249700,249604,249557,249381,249315,249565,250125,250666,251002,251130,250747,250121,249169,248158,246981,246016,245077,244312,243370,242510,241399,240434,239665,239075,238282,237397,236596,236240,235972,235755,235418,235045,234449,233943,233547,233409,233542,233840,234510,235172,235687,235698,235198,234361,233305,232176,231029,230004,229065,228149,227421,226730,226063,225333,224290,223462,222645,222274,222087,221985,222014,222101,222485,223013,223608,224305,225369,226703,228270,229428,230719,231964,233434,234828,236522,238457,240589,242306,243857,245299,247097,248985,250755,252354,253896,255688,257293,259045,260446,261877,263283,264732,266277,267438,268893,270687,273032,275643,278538,281621,284601,287337,290094,292676,295256,297844,300680,303584,306503,309463,312101,314857,317599,320561,322971,325025,327071,329131,331106,333085,335539,338240,341145,344156,347188,349889,352087,354035,355588,357110,358940,361218,363563,366432,368996,371585,373796,376481,379047,381283,383125,384890,386830,388943,391277,393020,394310,395720,396788,397654,397579,397688,397804,398449,399407,400310,401249,402671,404887,406814,408693,410376,411820,412848,414142,416711,420288,424788,429678,434665,440129,446109,453036,460695,470501,481986,493712,503293,510910,517628,524742,532865,541519,550969,561181,571505,579827,583008,581351,577372,574821,574085,573348,571262
31,21,Minnesota,state,,134761,135442,135978,137220,138377,139690,141071,143169,145098,147083,148532,150269,151757,153145,154606,156216,157743,159242,160817,162618,164500,166448,168199,169635,170826,171881,172923,173914,175255,176506,177875,179059,180342,181574,182836,184270,185694,186997,188195,189338,190648,191845,193162,194415,195801,197037,198285,199481,200631,201876,203096,204552,205979,207576,208980,210245,211431,212517,213501,214525,215870,217324,218468,219809,221176,222572,223560,224292,225167,225971,226884,227501,228024,228434,228749,229084,229263,229555,229473,229312,228793,228497,228081,227979,227963,228028,227793,227349,226695,225952,224910,224126,223276,222550,221327,219818,218131,216200,214458,212777,211352,210043,208528,206599,204451,202262,200312,198556,196859,195259,193277,191607,190388,189683,189140,188651,187939,187062,186216,185857,185721,185913,186536,187129,187594,187341,186742,185358,183549,181632,180001,178031,176277,174377,173216,171800,170446,169043,167873,167056,166257,165458,164535,163605,162953,162689,163136,163790,164489,165265,166124,167074,168103,169371,170730,172035,173310,174376,175563,176651,178419,180089,181920,183456,184921,186248,187321,188300,189558,191228,193349,195145,196332,196807,196880,196605,196206,195742,195609,195955,196546,197955,199414,200974,201726,202118,202467,202845,203366,203825,204629,205670,207195,208892,210530,211767,212401,212966,213685,214721,215609,216578,217595,218809,220072,221561,223242,225112,226740,228014,228907,229536,230274,231010,232252,233854,235757,237730,239517,241106,242218,243020,243673,244665,245683,246837,247858,249117,250404,251568,252227,252851,253539,254376,255040,255534,256351,257313,258346,259442,260473,261503,262475,263470,264346,265029,265892,267488,269672,272477,275563,278527,281831,284676,287799,290028,293453,297511,302434,306081,308730,310575,312623,315511,318356,321344,324088,327290,330230,332285,333031,332919,332821,333515,333543,333294
51,22,South Carolina,state,,122203,122608,122878,123503,123975,124488,124943,125469,126019,126558,127108,127535,128122,128627,129191,129507,129917,130322,130841,131179,131488,131797,132148,132487,132714,132856,133020,133172,133439,133667,134029,134325,134640,134936,135280,135624,135964,136378,136768,137051,137340,137678,138201,138678,139163,139623,140080,140542,140970,141468,141998,142495,143146,143844,144690,145385,146172,146979,147862,148690,149509,150335,151314,152261,153222,154231,155476,156732,157929,159033,160095,161201,162194,163508,164629,165883,167043,168402,169768,170935,171902,172685,173243,173706,174123,174533,174913,175124,175378,175510,175674,175796,175852,175697,175503,175304,175284,175122,174757,174359,174025,173734,173080,172288,171472,170779,169723,168725,167524,166558,165798,165050,164123,162967,162010,161315,160664,160051,159599,159347,159224,158990,158672,158498,158475,158281,157786,157191,156446,155674,154909,154005,152990,151826,151000,150177,149435,148700,148193,147711,147205,146683,146184,146021,146044,146339,146345,146373,146241,146105,145847,145609,145634,145774,145952,146021,146097,146238,146683,147084,147476,147863,148382,149081,149687,150269,150823,151311,151904,152446,152861,153046,153265,153577,153987,154358,154734,155088,155350,155616,155919,156432,157104,157844,158457,159020,159533,159963,160355,160870,161502,162155,162734,163215,163722,164263,164948,165600,166190,166905,167705,168597,169397,170117,170544,171126,171656,172580,173317,174134,174834,175544,176206,176853,177566,178294,179246,180260,181533,182591,183526,184298,185110,185944,186839,187636,188477,189329,190163,190974,191539,192162,192693,193298,193945,194550,195159,195755,196342,196935,197482,198066,198826,199599,200736,201770,203021,204244,205824,207589,209462,211337,213396,215759,218282,221105,224178,228191,232513,237456,242323,247326,252062,257174,262272,267579,272699,278275,283857,289203,293444,296524,297985,299247,300352,301659
4,23,Alabama,state,,103790,104071,104225,104574,104904,105274,105562,105811,106115,106490,106926,107412,107968,108414,108788,109042,109301,109551,109835,110053,110342,110692,111021,111231,111339,111534,111694,111884,112095,112340,112609,112818,113069,113322,113606,113895,114134,114460,114787,115204,115506,115765,116005,116280,116590,116844,117126,117381,117667,117948,118286,118614,119015,119506,120076,120567,121014,121507,122139,122803,123322,123715,124007,124356,124745,125240,125793,126354,126926,127632,128522,129471,130403,131321,132376,133477,134534,135530,136443,137429,138223,138935,139277,139577,139704,140268,140867,141652,141959,142175,142181,142316,142400,142475,142404,142255,141971,141732,141450,141279,141179,141200,141123,140783,140448,139945,139588,138960,138536,137983,137479,136784,136160,135494,134891,134238,133635,133154,132767,132444,132282,132148,131805,131345,130831,130352,129681,128980,128384,127921,127293,126551,125792,125191,124818,124489,124244,123940,123612,123286,122901,122505,121972,121592,121543,121568,121687,121560,121559,121456,121440,121404,121455,121503,121668,121772,121974,122131,122460,122733,122879,122974,123083,123348,123537,123694,123842,124037,124191,124277,124373,124612,124973,125344,125657,125943,126125,126327,126566,126798,127023,127204,127518,127807,128048,128206,128414,128613,128854,128979,129104,129314,129571,129913,130245,130704,131041,131346,131535,131819,132077,132449,132880,133367,133662,133911,134179,134584,134974,135246,135580,136004,136587,137071,137487,138052,138583,139149,139624,140194,140821,141494,142249,142921,143543,144077,144734,145265,145809,146326,146846,147332,147810,148400,149059,149659,150199,150776,151510,152341,153148,153964,154829,155723,156651,157411,158246,159309,160743,162250,163775,165199,167202,169212,171431,173230,175314,177730,180480,183169,185604,187851,189994,193235,196468,200237,202929,205831,208078,210331,212020,213726,214990,216311,217386,218421
