ID,Latitude,Longitude,City,State,Population,Zoo,Num of Zoos,Pet Shops,Num of Pet Shops,Light Rail,Num of Light Rails
23565,43.41947,-83.95081,Saginaw,MI,49347,Children's Zoo at Celebration Square,1.0,Magoo's Pet Outlet,2.0,Tim Hortons,8.0
23566,42.67087,-83.03298,Shelby,MI,74099,No zoo found,0.0,Petco,8.0,Biggby Coffee,27.0
23567,42.47337,-83.22187,Southfield,MI,73156,Detroit Zoo,1.0,PetSmart,24.0,Tim Hortons,63.0
23568,42.21393,-83.19381,Southgate,MI,29293,Taylor Petting Farm,1.0,Pet Supplies Plus,17.0,Tim Hortons,64.0
23569,42.49698,-82.88881,Saint Clair Shores,MI,59715,No zoo found,0.0,PetSmart,5.0,Tim Hortons,15.0
23570,42.58031,-83.0302,Sterling Heights,MI,132052,Detroit Zoo,1.0,PetSmart,19.0,Tim Hortons,51.0
23571,42.24087,-83.26965,Taylor,MI,61568,Taylor Petting Farm,1.0,Pet Supplies Plus,14.0,Tim Hortons,56.0
23572,44.76306,-85.62063,Traverse City,MI,15218,No zoo found,0.0,Square Deal Country Store,3.0,Espresso Bay,10.0
23573,42.13949,-83.17826,Trenton,MI,18380,Taylor Petting Farm,1.0,Wild Birds Unlimited,13.0,Tim Hortons,37.0
23574,42.60559,-83.14993,Troy,MI,83280,Detroit Zoo,1.0,Premier Pet Supply,16.0,Starbucks,55.0
23575,43.00141,-85.76809,Walker,MI,24647,John Ball Zoo,1.0,Chow Hound Pet Supplies,6.0,Wilderness Expressions,26.0
23576,42.49044,-83.01304,Warren,MI,134056,Detroit Zoo,1.0,Pet Supplies Plus,17.0,Tim Hortons,51.0
23577,42.69303,-83.41181,Waterford,MI,75737,No zoo found,0.0,Pet Supplies Plus,5.0,Tim Hortons,22.0
23578,42.7392,-84.62081,Waverly,MI,23925,Potter Park Zoo,1.0,Soldan's Pet Supplies,9.0,Biggby Coffee,40.0
23579,42.28143,-83.38632,Wayne,MI,17081,Taylor Petting Farm,1.0,House of Pets,12.0,Tim Hortons,48.0
23580,42.3242,-83.40021,Westland,MI,82000,No zoo found,0.0,Petco,12.0,Starbucks,46.0
23581,42.21421,-83.14992,Wyandotte,MI,25156,Taylor Petting Farm,1.0,Feed Rite Pet Supply,22.0,Tim Hortons,78.0
23582,42.91336,-85.70531,Wyoming,MI,75275,John Ball Zoo,1.0,Pet Supplies Plus,9.0,Biggby Coffee,35.0
23583,42.24115,-83.61299,Ypsilanti,MI,19945,No zoo found,0.0,Fur Ball Society,8.0,Beezy's,47.0
24241,34.39916,-118.91815,Fillmore,CA,15548,America's Teaching Zoo,1.0,Kahoots,2.0,Starbucks,5.0
24290,34.58277,-117.40922,Adelanto,CA,33166,No zoo found,0.0,PetSmart,1.0,Starbucks,4.0
24291,34.14306,-118.73787,Agoura,CA,20537,No zoo found,0.0,PetSmart,17.0,Starbucks,35.0
24292,34.13639,-118.77453,Agoura Hills,CA,20915,No zoo found,0.0,PetSmart,10.0,Starbucks,24.0
24293,37.77099,-122.26087,Alameda,CA,78630,Oakland Zoo,1.0,Petco,43.0,Blue Dot Cafe & Coffee Bar,300.0
24294,37.88687,-122.29775,Albany,CA,19735,No zoo found,0.0,Alpha pet supply,34.0,Starbucks,263.0
24295,34.09529,-118.12701,Alhambra,CA,85551,Montebello Barnyard Zoo,3.0,PetSmart,21.0,Starbucks,151.0
24296,33.56504,-117.72712,Aliso Viejo,CA,50195,Zoomars Petting Zoo,1.0,PetSmart,18.0,The Neighborhood Cup,67.0
24297,34.18973,-118.13118,Altadena,CA,42777,Los Angeles Zoo,2.0,No BBQ found,14.0,Café de Leche,82.0
24298,37.36605,-121.82718,Alum Rock,CA,15536,Happy Hollow Park and Zoo,1.0,Petco,27.0,Starbucks,132.0
24299,38.17492,-122.2608,American Canyon,CA,20554,Tava's Jungleland,1.0,Petco,2.0,Starbucks,20.0
24300,33.83529,-117.9145,Anaheim,CA,350742,Santa Ana Zoo at Prentice Park,3.0,PetSmart,27.0,Starbucks,115.0
24301,38.70824,-121.32995,Antelope,CA,45770,Folsom City Zoo Sanctuary,1.0,Petco,14.0,Starbucks,74.0
24302,38.00492,-121.80579,Antioch,CA,110542,No zoo found,0.0,Petco,3.0,Starbucks,9.0
24303,34.50083,-117.18588,Apple Valley,CA,72174,No zoo found,0.0,No BBQ found,5.0,Starbucks,8.0
24304,34.13973,-118.03534,Arcadia,CA,58408,Montebello Barnyard Zoo,1.0,PetSmart,13.0,Starbucks,77.0
24305,35.11859,-120.59073,Arroyo Grande,CA,18108,No zoo found,0.0,Petco,2.0,Starbucks,8.0
24306,33.86585,-118.08312,Artesia,CA,16961,Parnell Storybook Zoo,1.0,Petco,32.0,Starbucks,104.0
24307,35.20913,-118.82843,Arvin,CA,20876,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24308,37.69465,-122.11385,Ashland,CA,21925,Oakland Zoo,1.0,PetSmart,11.0,Starbucks,57.0
24309,35.48942,-120.67073,Atascadero,CA,29819,Charles Paddock Zoo,1.0,Lemos Feed & Pet Supply #5,2.0,Dark Nectar Coffee,9.0
24310,37.34772,-120.60908,Atwater,CA,29237,Applegate Zoo,1.0,Armstrong's Feed & Pet World,3.0,Starbucks,7.0
24311,34.03612,-117.99118,Avocado Heights,CA,15411,Montebello Barnyard Zoo,2.0,Petco,15.0,Starbucks,63.0
24312,34.13362,-117.90756,Azusa,CA,49690,No zoo found,0.0,PetSmart,12.0,Starbucks,52.0
24313,35.37329,-119.01871,Bakersfield,CA,373640,CALM - California Living Museum,1.0,PetSmart,2.0,Starbucks,10.0
24314,34.08529,-117.9609,Baldwin Park,CA,77071,Montebello Barnyard Zoo,1.0,Petco,13.0,Starbucks,60.0
24315,33.92557,-116.87641,Banning,CA,30945,No zoo found,0.0,Petco,1.0,Starbucks,6.0
24316,34.89859,-117.02282,Barstow,CA,23692,No zoo found,0.0,No BBQ found,0.0,Starbucks,3.0
24317,34.86971,-117.05615,Barstow Heights,CA,24202,No zoo found,0.0,No BBQ found,0.0,Starbucks,3.0
24318,38.02909,-121.96163,Bay Point,CA,21534,No zoo found,0.0,Pet Food Express,8.0,Scooter's,33.0
24319,33.92946,-116.97725,Beaumont,CA,43811,No zoo found,0.0,Petco,1.0,Starbucks,7.0
24320,33.97751,-118.18702,Bell,CA,36205,Montebello Barnyard Zoo,1.0,Petco,15.0,Starbucks,116.0
24321,33.96529,-118.15146,Bell Gardens,CA,43106,Montebello Barnyard Zoo,2.0,Petco,17.0,Starbucks,103.0
24322,33.88168,-118.11701,Bellflower,CA,78441,Parnell Storybook Zoo,2.0,Pet Shop,25.0,Starbucks,90.0
24323,37.52021,-122.2758,Belmont,CA,27218,No zoo found,1.0,Pet Food Express,15.0,Starbucks,83.0
24324,38.04937,-122.15858,Benicia,CA,28167,Tava's Jungleland,1.0,Sugar City Pet Supply,8.0,Starbucks,39.0
24325,37.87159,-122.27275,Berkeley,CA,120972,No zoo found,0.0,Holistic Hound,32.0,Gold Leaf Cafe,248.0
24326,34.07362,-118.40036,Beverly Hills,CA,34869,Los Angeles Zoo,2.0,Petco,48.0,Kelly's Coffee & Fudge Factory,295.0
24327,34.07029,-117.39588,Bloomington,CA,23851,No zoo found,0.0,PetSmart,2.0,Starbucks,49.0
24328,33.6103,-114.59635,Blythe,CA,19208,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24329,32.80755,-116.93642,Bostonia,CA,15379,No zoo found,0.0,Petco,12.0,Starbucks,41.0
24330,34.0339,-118.20535,Boyle Heights,CA,92785,Montebello Barnyard Zoo,3.0,Gooby,18.0,Starbucks,178.0
24331,32.97866,-115.53027,Brawley,CA,25897,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24332,33.91668,-117.90006,Brea,CA,41944,Parnell Storybook Zoo,1.0,Brea Tropical Fish & Pets,20.0,Corner Bakery,88.0
24333,37.93187,-121.69579,Brentwood,CA,58968,No zoo found,0.0,PetSmart,2.0,Starbucks,5.0
24334,33.86751,-117.99812,Buena Park,CA,83270,Parnell Storybook Zoo,1.0,PetSmart,28.0,Starbucks,126.0
24335,34.18084,-118.30897,Burbank,CA,105319,Los Angeles Zoo,2.0,Lucky Dog Grooming,30.0,Starbucks,175.0
24336,37.5841,-122.36608,Burlingame,CA,30459,No zoo found,1.0,Avenue Pet Salon,11.0,il piccolo cafe,65.0
24337,34.15778,-118.63842,Calabasas,CA,23058,No zoo found,0.0,Le Chien Etc.,21.0,Starbucks,44.0
24338,32.67895,-115.49888,Calexico,CA,40053,No zoo found,2.0,Petco,1.0,Starbucks,9.0
24339,34.21639,-119.0376,Camarillo,CA,67608,No zoo found,0.0,No BBQ found,7.0,Element Coffee,17.0
24340,38.66879,-120.98716,Cameron Park,CA,18228,Folsom City Zoo Sanctuary,1.0,Bark Avenue,4.0,Starbucks,11.0
24341,37.28717,-121.94996,Campbell,CA,41117,Happy Hollow Park and Zoo,1.0,Pet Food Express,36.0,Starbucks,162.0
24342,34.20112,-118.59814,Canoga Park,CA,60578,No zoo found,0.0,Aquarium City,23.0,Starbucks,49.0
24343,34.42333,-118.47203,Canyon Country,CA,59530,Ducks,6.0,PetSmart,3.0,Starbucks,27.0
24344,33.15809,-117.35059,Carlsbad,CA,114746,No zoo found,0.0,Petco,9.0,Cafe Elysa,44.0
24345,38.61713,-121.32828,Carmichael,CA,61762,Folsom City Zoo Sanctuary,1.0,PetSmart,14.0,Starbucks,100.0
24346,33.83141,-118.28202,Carson,CA,93281,No zoo found,0.0,Ford's Feathers,36.0,Starbucks,123.0
24347,34.48888,-118.62287,Castaic,CA,19015,Bison,5.0,Petco,2.0,Starbucks,21.0
24348,37.6941,-122.08635,Castro Valley,CA,61388,Oakland Zoo,1.0,Pet Food Express,14.0,Starbucks,57.0
24349,33.77974,-116.46529,Cathedral City,CA,53826,The Living Desert,1.0,PetSmart,3.0,Starbucks,13.0
24350,37.59493,-120.95771,Ceres,CA,47963,No zoo found,0.0,Tropical Haven,3.0,"heart +, soul",12.0
24351,33.85835,-118.06479,Cerritos,CA,49975,Parnell Storybook Zoo,1.0,Petco,32.0,It's A Grind,117.0
24352,34.25723,-118.6012,Chatsworth,CA,41255,Bison,5.0,Reptiles,23.0,Starbucks,54.0
24353,39.72849,-121.83748,Chico,CA,121345,No zoo found,0.0,Petco,1.0,Starbucks,8.0
24354,37.7966,-122.40858,Chinatown,CA,100574,Bison Paddock,2.0,Pet Central,56.0,Columbus Café & Co,300.0
24355,34.01223,-117.68894,Chino,CA,85595,No zoo found,0.0,PetSmart,18.0,Starbucks,60.0
24356,33.9938,-117.75888,Chino Hills,CA,78309,No zoo found,0.0,PetSmart,21.0,Starbucks,66.0
24357,37.123,-120.26018,Chowchilla,CA,18510,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24358,32.64005,-117.0842,Chula Vista,CA,265757,San Diego Zoo,2.0,Petco,12.0,Starbucks,123.0
24359,38.70712,-121.28106,Citrus Heights,CA,87056,Folsom City Zoo Sanctuary,1.0,Petco,16.0,Starbucks,74.0
24360,34.09668,-117.71978,Claremont,CA,36283,No zoo found,0.0,Petco,19.0,Le Pain Quotidien,61.0
24361,38.95823,-122.62637,Clearlake,CA,15182,No zoo found,0.0,No BBQ found,0.0,Catfish Coffeehouse,1.0
24362,36.82523,-119.70292,Clovis,CA,104180,Fresno Chaffee Zoo,3.0,PetSmart,1.0,Starbucks,13.0
24363,33.6803,-116.17389,Coachella,CA,44635,No zoo found,0.0,Petco,1.0,Starbucks,6.0
24364,36.13968,-120.36015,Coalinga,CA,16564,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24365,34.0739,-117.31365,Colton,CA,54621,No zoo found,0.0,PetSmart,2.0,Starbucks,43.0
24366,33.89585,-118.22007,Compton,CA,98462,No zoo found,0.0,PetSmart,33.0,Starbucks,123.0
24367,37.97798,-122.03107,Concord,CA,128667,No zoo found,0.0,Petco,10.0,Starbucks,50.0
24368,36.09801,-119.5604,Corcoran,CA,22477,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24369,33.87529,-117.56644,Corona,CA,164226,No zoo found,0.0,Petco,6.0,Starbucks,28.0
24370,32.68589,-117.18309,Coronado,CA,24812,San Diego Zoo,2.0,Bella Woof Spa,20.0,Starbucks,112.0
24371,33.64113,-117.91867,Costa Mesa,CA,113204,Reptile Zoo,2.0,Aquatic Center,14.0,Starbucks,82.0
24372,34.09001,-117.89034,Covina,CA,48984,No zoo found,0.0,PetSmart,12.0,Starbucks,55.0
24373,33.96057,-118.18535,Cudahy,CA,24311,Montebello Barnyard Zoo,1.0,Petco,17.0,Starbucks,114.0
24374,34.02112,-118.39647,Culver City,CA,39717,No zoo found,0.0,Nature Aquarium,45.0,Starbucks,287.0
24375,37.323,-122.03218,Cupertino,CA,60572,Barron Park Donkeys,2.0,An-Jan,35.0,Starbucks Reserve,154.0
24376,33.81696,-118.03729,Cypress,CA,49290,Parnell Storybook Zoo,1.0,PetSmart,30.0,Starbucks,129.0
24377,37.70577,-122.46192,Daly City,CA,106562,San Francisco Zoo,2.0,Pet Food Express,36.0,Starbucks,238.0
24378,33.46697,-117.69811,Dana Point,CA,34181,Zoomars Petting Zoo,1.0,Pets Plus,12.0,Starbucks,36.0
24379,37.82159,-121.99996,Danville,CA,44400,Oakland Zoo,1.0,Molly's Pup-Purr-Ee,13.0,Starbucks,57.0
24380,38.54491,-121.74052,Davis,CA,67666,No zoo found,0.0,Pet Food Express,3.0,Peet's Coffee,32.0
24381,35.76884,-119.24705,Delano,CA,52733,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24382,33.96173,-116.50353,Desert Hot Springs,CA,28335,No zoo found,0.0,No BBQ found,0.0,Starbucks,5.0
24383,34.02862,-117.81034,Diamond Bar,CA,56897,No zoo found,0.0,PetSmart,19.0,The Coffee Bean & Tea Leaf,68.0
24384,36.54328,-119.38707,Dinuba,CA,23702,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24385,38.44546,-121.8233,Dixon,CA,19390,No zoo found,0.0,Pet Food Express,4.0,Starbucks,29.0
24386,33.94001,-118.13257,Downey,CA,114219,Montebello Barnyard Zoo,2.0,Pet Shop,19.0,3rd Street Coffee,78.0
24387,34.13945,-117.97729,Duarte,CA,21990,No zoo found,0.0,HAPPY PAWS Dog Grooming,12.0,Starbucks,72.0
24388,37.70215,-121.93579,Dublin,CA,57721,No zoo found,0.0,Petco,13.0,Starbucks,55.0
24389,33.89807,-118.19535,East Rancho Dominguez,CA,15135,No zoo found,0.0,PetSmart,27.0,Starbucks,105.0
24390,33.74002,-116.93891,East Hemet,CA,17418,No zoo found,0.0,Leila's Paws Pet Services,1.0,Starbucks,3.0
24391,34.0239,-118.17202,East Los Angeles,CA,126496,Montebello Barnyard Zoo,1.0,Gooby,19.0,Starbucks,156.0
24392,37.46883,-122.14108,East Palo Alto,CA,29662,Barron Park Donkeys,1.0,Unleashed,23.0,Starbucks,93.0
24393,32.79477,-116.96253,El Cajon,CA,103679,No zoo found,0.0,PetSmart,13.0,Starbucks,55.0
24394,32.792,-115.56305,El Centro,CA,43956,No zoo found,0.0,Petco,1.0,Starbucks,5.0
24395,37.91576,-122.31164,El Cerrito,CA,23549,No zoo found,0.0,Pet Food Express,23.0,Starbucks,171.0
24396,38.68574,-121.08217,El Dorado Hills,CA,42108,Folsom City Zoo Sanctuary,1.0,Bark Avenue,4.0,Peet's Coffee,14.0
24397,34.06862,-118.02757,El Monte,CA,116732,Montebello Barnyard Zoo,2.0,PetSmart,14.0,Starbucks,82.0
24398,33.91918,-118.41647,El Segundo,CA,17037,No zoo found,0.0,PetSmart,39.0,Starbucks,185.0
24399,38.4088,-121.37162,Elk Grove,CA,166913,No zoo found,0.0,Pet Club Food and Supply,6.0,Coffee Spot,22.0
24400,33.03699,-117.29198,Encinitas,CA,62930,No zoo found,0.0,Petco,9.0,Better Buzz Coffee Roasters,45.0
24401,34.15917,-118.50119,Encino,CA,44581,No zoo found,0.0,Petrock Hotel and Spa,43.0,The Coffee Bean & Tea Leaf,150.0
24402,33.11921,-117.08642,Escondido,CA,151451,San Diego Zoo Safari Park,1.0,LLLReptile,14.0,Starbucks,40.0
24403,38.64463,-121.27217,Fair Oaks,CA,30912,Folsom City Zoo Sanctuary,1.0,Pet Club,14.0,Fair Oaks Coffee House & Deli,76.0
24404,38.24936,-122.03997,Fairfield,CA,112970,No zoo found,0.0,Petco,3.0,Starbucks,21.0
24405,33.37642,-117.25115,Fallbrook,CA,30534,No zoo found,0.0,No BBQ found,0.0,Starbucks,4.0
24406,38.49602,-121.40884,Florin,CA,47513,Sacramento Zoo,1.0,Petco,19.0,Starbucks,84.0
24407,38.67796,-121.17606,Folsom,CA,76375,Folsom City Zoo Sanctuary,1.0,PetSmart,14.0,Peet's Coffee,59.0
24408,34.09223,-117.43505,Fontana,CA,208393,No zoo found,0.0,Protein for Pets,5.0,The Bookmark Cafe Bar,45.0
24409,38.67877,-121.35114,Foothill Farms,CA,33121,Folsom City Zoo Sanctuary,1.0,The Bird Shop,16.0,Starbucks,95.0
24410,37.55855,-122.27108,Foster City,CA,33477,No zoo found,1.0,Petco,14.0,Starbucks,73.0
24411,33.70918,-117.95367,Fountain Valley,CA,56987,Reptile Zoo,2.0,PetSmart,20.0,Starbucks,120.0
24412,37.54827,-121.98857,Fremont,CA,232206,No zoo found,0.0,PetSmart,7.0,Starbucks,49.0
24413,36.74773,-119.77237,Fresno,CA,520052,Fresno Chaffee Zoo,3.0,PetSmart,2.0,Starbucks,13.0
24414,33.87029,-117.92534,Fullerton,CA,140847,Parnell Storybook Zoo,2.0,Anaheim Feed and Pet Supply,22.0,The Night Owl,108.0
24415,38.25464,-121.29995,Galt,CA,25303,No zoo found,0.0,Petco,1.0,Starbucks,4.0
24416,33.77391,-117.94145,Garden Grove,CA,175393,Reptile Zoo,2.0,Happy Tails,24.0,iLanet Coffee,135.0
24417,33.88835,-118.30896,Gardena,CA,60447,No zoo found,0.0,Pets Plus,30.0,Starbucks,127.0
24418,37.00578,-121.56828,Gilroy,CA,53231,No zoo found,0.0,PetSmart,4.0,Starbucks,9.0
24419,34.01168,-117.48477,Glen Avon,CA,20199,No zoo found,0.0,Petco,9.0,Starbucks,66.0
24420,34.14251,-118.25508,Glendale,CA,201020,Los Angeles Zoo,2.0,Petco,31.0,Joe & The Juice,213.0
24421,34.13612,-117.86534,Glendora,CA,52009,No zoo found,0.0,PetSmart,11.0,Classic Coffee,50.0
24422,34.43583,-119.82764,Goleta,CA,30944,Santa Barbara Zoological Gardens,1.0,PetSmart,4.0,Starbucks,20.0
24423,38.76323,-121.16384,Granite Bay,CA,20402,Folsom City Zoo Sanctuary,1.0,PetSmart,11.0,Starbucks,46.0
24424,36.3208,-121.24381,Greenfield,CA,17184,No zoo found,0.0,No BBQ found,0.0,Starbucks,2.0
24425,33.99307,-117.96868,Hacienda Heights,CA,54038,Parnell Storybook Zoo,2.0,Bubble Dog Pet Grooming,16.0,Starbucks,66.0
24426,36.32745,-119.64568,Hanford,CA,55659,No zoo found,0.0,PetSmart,1.0,Starbucks,3.0
24427,33.9164,-118.35257,Hawthorne,CA,88451,No zoo found,0.0,Petco,38.0,Starbucks,168.0
24428,37.66882,-122.0808,Hayward,CA,158289,Oakland Zoo,1.0,Pet Food Express,11.0,Peet's Coffee,53.0
24429,33.74761,-116.97307,Hemet,CA,83861,No zoo found,0.0,Leila's Paws Pet Services,1.0,Starbucks,3.0
24430,38.01714,-122.28858,Hercules,CA,25314,Tava's Jungleland,1.0,Pet Food Express,11.0,East Bay Coffee Co.,51.0
24431,33.86224,-118.39952,Hermosa Beach,CA,19860,No zoo found,0.0,Ka Huelo Bakery,28.0,Starbucks,116.0
24432,34.42639,-117.30088,Hesperia,CA,93295,No zoo found,0.0,Petco,6.0,Starbucks,13.0
24433,34.12834,-117.20865,Highland,CA,54854,No zoo found,0.0,PetSmart,2.0,Starbucks,25.0
24434,36.85245,-121.4016,Hollister,CA,37462,No zoo found,0.0,No BBQ found,0.0,Mars Hill Coffeehouse,3.0
24435,34.09834,-118.32674,Hollywood,CA,167664,Los Angeles Zoo,2.0,Petco,42.0,Starbucks,260.0
24436,33.6603,-117.99923,Huntington Beach,CA,201899,Reptile Zoo,1.0,Petco,10.0,"Sit, Stay Cafe",69.0
24437,33.98168,-118.22507,Huntington Park,CA,59430,Montebello Barnyard Zoo,1.0,Gooby,23.0,Starbucks,158.0
24438,32.84755,-115.56944,Imperial,CA,17095,No zoo found,0.0,Petco,1.0,Starbucks,4.0
24439,32.58394,-117.11308,Imperial Beach,CA,27408,No zoo found,3.0,Petco,6.0,Starbucks,71.0
24440,33.7207,-116.21677,Indio,CA,87533,The Living Desert,1.0,Petco,1.0,Starbucks,8.0
24441,33.96168,-118.35313,Inglewood,CA,111666,No zoo found,0.0,Underwater World Enterprises,51.0,Starbucks,292.0
24442,33.66946,-117.82311,Irvine,CA,256927,Santa Ana Zoo at Prentice Park,3.0,PetSmart,22.0,Starbucks,114.0
24443,34.41333,-119.86097,Isla Vista,CA,23096,No zoo found,0.0,PetSmart,3.0,Starbucks,20.0
24444,34.05779,-118.30091,Koreatown,CA,124281,Los Angeles Zoo,2.0,PetSmart,42.0,Starbucks,275.0
24445,34.19917,-118.18785,La Cañada Flintridge,CA,20246,Los Angeles Zoo,2.0,No BBQ found,16.0,Starbucks,103.0
24446,33.93196,-117.94617,La Habra,CA,62131,Parnell Storybook Zoo,1.0,Pet Wants,18.0,Starbucks,83.0
24447,32.84727,-117.2742,La Jolla,CA,42808,No zoo found,0.0,PetSmart,19.0,Starbucks,87.0
24448,32.76783,-117.02308,La Mesa,CA,60089,San Diego Zoo,2.0,Petco,24.0,Lightbulb Coffee,118.0
24449,33.91724,-118.01201,La Mirada,CA,49520,Parnell Storybook Zoo,2.0,PetSmart,23.0,Starbucks,102.0
24450,33.8464,-118.04673,La Palma,CA,15904,Parnell Storybook Zoo,1.0,PetSmart,31.0,It's A Grind,129.0
24451,32.70811,-116.99725,La Presa,CA,34169,San Diego Zoo,2.0,Beast Pets,18.0,Starbucks,102.0
24452,34.02001,-117.94951,La Puente,CA,40745,Parnell Storybook Zoo,2.0,Petco,17.0,Starbucks,64.0
24453,33.66336,-116.31001,La Quinta,CA,40476,The Living Desert,1.0,PetSmart,2.0,Starbucks,11.0
24454,34.10084,-117.76784,La Verne,CA,32681,No zoo found,0.0,Katie's Pet Depot,16.0,Starbucks,53.0
24455,33.57086,-117.63561,Ladera Ranch,CA,22980,Zoomars Petting Zoo,1.0,Petco,18.0,Starbucks,52.0
24456,37.88576,-122.11802,Lafayette,CA,25843,Oakland Zoo,1.0,Petco,29.0,No Light Rail found,141.0
24457,38.42102,-121.42384,Laguna,CA,46621,Sacramento Zoo,1.0,Petco,13.0,Starbucks,32.0
24458,33.54225,-117.78311,Laguna Beach,CA,23365,Zoomars Petting Zoo,1.0,PetSmart,11.0,Starbucks,68.0
24459,33.61252,-117.71283,Laguna Hills,CA,31748,Zoomars Petting Zoo,1.0,Petco,19.0,Starbucks,79.0
24460,33.52253,-117.70755,Laguna Niguel,CA,65806,Zoomars Petting Zoo,1.0,No BBQ found,18.0,Starbucks,50.0
24461,33.6103,-117.72533,Laguna Woods,CA,16406,Zoomars Petting Zoo,1.0,Petco,19.0,Starbucks,79.0
24462,33.66808,-117.32726,Lake Elsinore,CA,61981,No zoo found,0.0,Petco,4.0,Starbucks,11.0
24463,33.64697,-117.68922,Lake Forest,CA,82492,No zoo found,0.0,John Paul Pet Salon,19.0,The Coffee Bean & Tea Leaf,71.0
24464,32.85727,-116.92225,Lakeside,CA,20648,No zoo found,0.0,PetSmart,12.0,Kaffee Meister,31.0
24465,33.85363,-118.13396,Lakewood,CA,81611,Parnell Storybook Zoo,1.0,Petco,27.0,Corner Bakery,92.0
24466,35.25968,-118.91427,Lamont,CA,15120,No zoo found,0.0,PetSmart,1.0,Starbucks,3.0
24467,34.69804,-118.13674,Lancaster,CA,161103,No zoo found,0.0,PetSmart,4.0,Olives Mediterranean Café,21.0
24468,37.8227,-121.27661,Lathrop,CA,20866,No zoo found,0.0,Petco,2.0,Starbucks,12.0
24469,33.88724,-118.35257,Lawndale,CA,33430,No zoo found,0.0,Petco,32.0,Starbucks,134.0
24470,32.74255,-117.03142,Lemon Grove,CA,26709,San Diego Zoo,2.0,Beast Pets,23.0,Starbucks,128.0
24471,36.30078,-119.78291,Lemoore,CA,25647,No zoo found,0.0,PetSmart,1.0,Starbucks,2.0
24472,33.93807,-118.35258,Lennox,CA,22753,No zoo found,0.0,Underwater World Enterprises,46.0,Starbucks,250.0
24473,38.89156,-121.29301,Lincoln,CA,46474,No zoo found,0.0,VIP Pets,8.0,Whistle Stop Cafe,29.0
24474,39.12767,-121.5508,Linda,CA,17773,No zoo found,0.0,PetSmart,2.0,Java Detour,4.0
24475,36.98356,-121.98052,Live Oak,CA,17158,No zoo found,0.0,Pet Pals Discount Pet Supplies,6.0,No Light Rail found,21.0
24476,37.68187,-121.76801,Livermore,CA,88126,No zoo found,0.0,Concord Feed Pet & Livestock Supplies,9.0,Peet's Coffee,30.0
24477,38.1302,-121.27245,Lodi,CA,64596,Mike Grove Zoo,1.0,Petco,7.0,Starbucks,13.0
24478,34.04835,-117.26115,Loma Linda,CA,24045,No zoo found,0.0,PetSmart,2.0,Starbucks,37.0
24479,33.79224,-118.31507,Lomita,CA,20785,No zoo found,0.0,Reptile Finders,28.0,No Light Rail found,91.0
24480,34.63915,-120.45794,Lompoc,CA,44164,No zoo found,0.0,No BBQ found,0.0,South Side Coffee Company,3.0
24481,33.76696,-118.18923,Long Beach,CA,474140,No zoo found,0.0,Pet Partners,23.0,Starbucks,78.0
24482,37.38522,-122.11413,Los Altos,CA,30671,Barron Park Donkeys,1.0,Pet's Delight,22.0,Starbucks,105.0
24483,34.05223,-118.24368,Los Angeles,CA,3971883,Los Angeles Zoo,3.0,Pet Project,28.0,Blue Bottle Coffee,222.0
24484,37.05828,-120.84992,Los Banos,CA,37457,No zoo found,0.0,Petco,1.0,Starbucks,2.0
24485,37.22661,-121.97468,Los Gatos,CA,30705,Happy Hollow Park and Zoo,1.0,Petco,28.0,Starbucks,114.0
24486,33.93029,-118.21146,Lynwood,CA,71989,Montebello Barnyard Zoo,1.0,Petco,23.0,Starbucks,122.0
24487,36.96134,-120.06072,Madera,CA,64208,No zoo found,0.0,No BBQ found,0.0,Starbucks,5.0
24488,33.88474,-118.41091,Manhattan Beach,CA,35818,No zoo found,0.0,Just Food For Dogs,32.0,Starbucks,141.0
24489,37.79743,-121.21605,Manteca,CA,75448,No zoo found,0.0,PetSmart,2.0,Starbucks,10.0
24490,36.6844,-121.80217,Marina,CA,21229,No zoo found,0.0,PetSmart,7.0,Starbucks,24.0
24491,38.01937,-122.13413,Martinez,CA,38137,No zoo found,0.0,No BBQ found,12.0,Barrelista Coffee House,59.0
24492,33.98668,-118.18535,Maywood,CA,27888,Montebello Barnyard Zoo,1.0,Petco,15.0,Starbucks,118.0
24493,33.83335,-117.29615,Mead Valley,CA,18510,giraffe,1.0,Petco,3.0,Starbucks,15.0
24494,33.72835,-117.14642,Menifee,CA,87174,No zoo found,0.0,Petco,1.0,Starbucks,9.0
24495,37.45383,-122.18219,Menlo Park,CA,33449,Barron Park Donkeys,1.0,Bow Wow Meow,19.0,Philz Coffee,81.0
24496,37.30216,-120.48297,Merced,CA,82436,Applegate Zoo,1.0,PetSmart,3.0,Starbucks,6.0
24497,37.59855,-122.38719,Millbrae,CA,22795,No zoo found,1.0,Avenue Pet Salon,10.0,Starbucks,68.0
