ID,Latitude,Longitude,City,State,Population,Zoo,Num of Zoos,Pet Shops,Num of Pet Shops,Light Rail,Num of Light Rails
24498,37.42827,-121.90662,Milpitas,CA,77604,Happy Hollow Park and Zoo,1.0,PetSmart,23.0,Starbucks,141.0
24499,33.99251,-117.51644,Jurupa Valley,CA,21930,No zoo found,0.0,Petco,9.0,Starbucks,54.0
24500,32.9156,-117.14392,Mira Mesa,CA,70000,No zoo found,0.0,Petco,25.0,Starbucks,85.0
24501,37.75993,-122.41914,Mission District,CA,47234,Bison Paddock,2.0,Mr. Muggles' Dogs,40.0,Linea Cafe,273.0
24502,33.60002,-117.672,Mission Viejo,CA,97156,Zoomars Petting Zoo,1.0,Petco,17.0,Starbucks,58.0
24503,37.6391,-120.99688,Modesto,CA,211266,No zoo found,0.0,Tropical Haven,2.0,"heart +, soul",7.0
24504,34.14806,-117.99895,Monrovia,CA,37463,No zoo found,0.0,HAPPY PAWS Dog Grooming,13.0,Monrovia Coffee Co,75.0
24505,34.07751,-117.68978,Montclair,CA,38690,No zoo found,0.0,Jan's Tropical Fish,18.0,Starbucks,63.0
24506,34.00946,-118.10535,Montebello,CA,63921,Montebello Barnyard Zoo,2.0,Petco,15.0,Starbucks,114.0
24507,36.60024,-121.89468,Monterey,CA,28338,No zoo found,0.0,The Ultimate Aquarium,6.0,Cafe Lumiere,23.0
24508,34.06251,-118.12285,Monterey Park,CA,61468,Montebello Barnyard Zoo,1.0,PetSmart,20.0,Starbucks,150.0
24509,34.28556,-118.88204,Moorpark,CA,36104,America's Teaching Zoo,1.0,Kahoots,11.0,Starbucks,27.0
24510,37.83493,-122.12969,Moraga,CA,17256,Oakland Zoo,1.0,Pet Food Express,29.0,Sì Sì Caffè,170.0
24511,33.93752,-117.23059,Moreno Valley,CA,204198,giraffe,1.0,Petco,4.0,Pam's Donuts,30.0
24512,37.1305,-121.65439,Morgan Hill,CA,42948,No zoo found,0.0,Canine Concepts,4.0,GVA Café,13.0
24513,37.38605,-122.08385,Mountain View,CA,80435,Barron Park Donkeys,1.0,Critter Clippers,23.0,Starbucks,127.0
24514,33.55391,-117.21392,Murrieta,CA,109830,Sugarplum Zoo,1.0,Petco,7.0,Starbucks,28.0
24515,38.29714,-122.28553,Napa,CA,80434,No zoo found,0.0,Petco,2.0,Starbucks,18.0
24516,32.67811,-117.0992,National City,CA,61060,San Diego Zoo,2.0,Petco,19.0,Starbucks,124.0
24517,37.52966,-122.04024,Newark,CA,45336,Barron Park Donkeys,1.0,Bogie’s Discount Pet Food & Supply,14.0,Starbucks,74.0
24518,33.61891,-117.92895,Newport Beach,CA,87127,Reptile Zoo,2.0,Aquatic Center,10.0,Herst Coffee Roasters,64.0
24519,35.04275,-120.476,Nipomo,CA,16714,No zoo found,0.0,Petco,3.0,Starbucks,11.0
24520,33.93113,-117.54866,Norco,CA,26289,No zoo found,0.0,Petco,6.0,Starbucks,41.0
24521,38.68574,-121.37217,North Highlands,CA,42694,No zoo found,0.0,Petco,16.0,Starbucks,104.0
24522,34.17223,-118.37897,North Hollywood,CA,77848,Los Angeles Zoo,2.0,Red Barn Pet Express,34.0,The Coffee Bean & Tea Leaf,187.0
24523,34.22834,-118.53675,Northridge,CA,68469,Bison,1.0,PetSmart,23.0,Starbucks,55.0
24524,33.90224,-118.08173,Norwalk,CA,107140,Parnell Storybook Zoo,2.0,Pet Shop,25.0,Starbucks,92.0
24525,38.10742,-122.5697,Novato,CA,55530,No zoo found,0.0,Pet Food Express,8.0,Starbucks,13.0
24526,37.76659,-120.84715,Oakdale,CA,22259,No zoo found,0.0,Petco,1.0,Starbucks,6.0
24527,37.80437,-122.2708,Oakland,CA,419267,Oakland Zoo,1.0,Wag Hotel,44.0,Awaken Cafe,300.0
24528,37.99742,-121.71245,Oakley,CA,39813,No zoo found,0.0,PetSmart,2.0,Starbucks,7.0
24529,33.19587,-117.37948,Oceanside,CA,175691,No zoo found,0.0,Petco,5.0,seaborne coffee FTS,33.0
24530,35.41968,-119.01955,Oildale,CA,32684,CALM - California Living Museum,1.0,Petco,2.0,Starbucks,10.0
24531,34.06334,-117.65089,Ontario,CA,171214,No zoo found,0.0,Jan's Tropical Fish,18.0,Starbucks,56.0
24532,33.78779,-117.85311,Orange,CA,140992,Santa Ana Zoo at Prentice Park,3.0,Super Pets,27.0,Starbucks,133.0
24533,38.67851,-121.22578,Orangevale,CA,33960,Folsom City Zoo Sanctuary,1.0,The Serpentarium,15.0,Starbucks,70.0
24534,34.86526,-120.436,Orcutt,CA,28905,No zoo found,0.0,PetSmart,2.0,Starbucks,7.0
24535,37.87715,-122.17969,Orinda,CA,19279,Oakland Zoo,1.0,Pet Food Express,30.0,Starbucks,166.0
24536,39.51394,-121.55776,Oroville,CA,16260,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24537,34.1975,-119.17705,Oxnard,CA,207254,No zoo found,0.0,Pet Stop,1.0,Starbucks,17.0
24538,37.61383,-122.48692,Pacifica,CA,39260,San Francisco Zoo,2.0,PetSmart,11.0,Starbucks,62.0
24539,36.61774,-121.91662,Pacific Grove,CA,15674,No zoo found,0.0,The Ultimate Aquarium,6.0,P.G. Juice n' Java,23.0
24540,33.72255,-116.37697,Palm Desert,CA,51869,The Living Desert,1.0,PetSmart,4.0,Starbucks,12.0
24541,33.8303,-116.54529,Palm Springs,CA,47371,No zoo found,0.0,PetSmart,2.0,Coffe Bean and Tea Leaf,9.0
24542,34.57943,-118.11646,Palmdale,CA,158351,No zoo found,0.0,Petco,5.0,Starbucks,22.0
24543,37.44188,-122.14302,Palo Alto,CA,66853,Barron Park Donkeys,1.0,Pet Food Depot,17.0,Peet's Coffee,83.0
24544,39.75961,-121.62192,Paradise,CA,26476,No zoo found,0.0,No BBQ found,0.0,Dutch Bro's Coffee,1.0
24545,33.88946,-118.15979,Paramount,CA,55412,Montebello Barnyard Zoo,2.0,Pet Shop,27.0,Starbucks,95.0
24546,36.61162,-119.52707,Parlier,CA,15138,No zoo found,0.0,No BBQ found,0.0,Starbucks,2.0
24547,34.14778,-118.14452,Pasadena,CA,142250,Los Angeles Zoo,3.0,Pet Food Express,24.0,Starbucks,141.0
24548,35.62664,-120.691,Paso Robles,CA,27157,No zoo found,0.0,Petco,1.0,Kreuzberg Coffee Company,10.0
24549,37.4716,-121.12966,Patterson,CA,21498,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24550,33.78252,-117.22865,Perris,CA,74971,No zoo found,0.0,Petco,4.0,Starbucks,8.0
24551,38.23242,-122.63665,Petaluma,CA,60438,No zoo found,0.0,No BBQ found,6.0,Peet's Coffee,12.0
24552,33.98307,-118.09673,Pico Rivera,CA,64218,Montebello Barnyard Zoo,2.0,PetSmart,12.0,Starbucks,73.0
24553,38.00437,-122.29886,Pinole,CA,19269,Tava's Jungleland,1.0,Pet Food Express,11.0,East Bay Coffee Co.,76.0
24554,38.02798,-121.88468,Pittsburg,CA,69424,No zoo found,0.0,Pet Food Express,5.0,Steeltown Coffee & Tea,17.0
24555,33.87224,-117.87034,Placentia,CA,52495,Orange County Zoo,3.0,Petco,19.0,Jay's Coffee Waffles & More,99.0
24556,37.94798,-122.0608,Pleasant Hill,CA,34810,No zoo found,0.0,Pet Food Express,12.0,Starbucks,55.0
24557,37.66243,-121.87468,Pleasanton,CA,79510,No zoo found,0.0,Pet Food Express,12.0,Inklings,52.0
24558,34.05529,-117.75228,Pomona,CA,153266,No zoo found,0.0,PetSmart,15.0,Starbucks,57.0
24559,34.14778,-119.19511,Port Hueneme,CA,22423,No zoo found,0.0,No BBQ found,0.0,Starbucks,12.0
24560,36.06523,-119.01677,Porterville,CA,56058,No zoo found,0.0,PetSmart,1.0,Starbucks,2.0
24561,32.96282,-117.03586,Poway,CA,50157,San Diego Zoo Safari Park,1.0,The Buried Bone,15.0,Luckie Coffee,42.0
24562,36.77579,-121.66967,Prunedale,CA,17560,No zoo found,0.0,PetSmart,2.0,Starbucks,10.0
24563,33.04171,-116.86808,Ramona,CA,20292,San Diego Zoo Safari Park,1.0,Kahoots,1.0,Starbucks,3.0
24564,38.58907,-121.30273,Rancho Cordova,CA,71017,Folsom City Zoo Sanctuary,1.0,PetSmart,9.0,Starbucks,77.0
24565,34.1064,-117.59311,Rancho Cucamonga,CA,175236,No zoo found,0.0,Reptile Island,15.0,Starbucks,52.0
24566,33.73974,-116.41279,Rancho Mirage,CA,18083,The Living Desert,1.0,PetSmart,3.0,Koffi,14.0
24567,33.74446,-118.38702,Rancho Palos Verdes,CA,42732,No zoo found,0.0,Petco,15.0,Starbucks,56.0
24568,32.95949,-117.11531,Rancho Penasquitos,CA,60000,No zoo found,0.0,Kahoots,19.0,Starbucks,69.0
24569,32.74727,-116.9353,Rancho San Diego,CA,21208,No zoo found,0.0,Petco,11.0,No Light Rail found,51.0
24570,33.64086,-117.6031,Rancho Santa Margarita,CA,49324,No zoo found,0.0,PetSmart,14.0,Starbucks,41.0
24571,34.05557,-117.18254,Redlands,CA,71035,No zoo found,0.0,PetSmart,2.0,Molinos Coffee,24.0
24572,33.84918,-118.38841,Redondo Beach,CA,68166,No zoo found,0.0,Centinela Feed & Pet Supplies,23.0,Starbucks,105.0
24573,37.48522,-122.23635,Redwood City,CA,85288,Barron Park Donkeys,2.0,Pet Food Express,19.0,Peet's Coffee,79.0
24574,36.59634,-119.4504,Reedley,CA,25569,No zoo found,0.0,No BBQ found,0.0,Starbucks,2.0
24575,34.1064,-117.37032,Rialto,CA,103132,No zoo found,0.0,No BBQ found,0.0,Starbucks,36.0
24576,37.93576,-122.34775,Richmond,CA,109708,No zoo found,0.0,Pet Food Express,21.0,Starbucks,122.0
24577,35.62246,-117.6709,Ridgecrest,CA,28780,No zoo found,0.0,No BBQ found,0.0,Starbucks,2.0
24578,38.69101,-121.44857,Rio Linda,CA,15106,No zoo found,0.0,Petco,10.0,Starbucks,91.0
24579,37.74159,-121.12438,Ripon,CA,15151,No zoo found,0.0,PetSmart,4.0,Starbucks,12.0
24580,37.73604,-120.93549,Riverbank,CA,24122,No zoo found,0.0,Petco,2.0,Starbucks,9.0
24581,33.95335,-117.39616,Riverside,CA,322424,giraffe,1.0,Strickly Reptiles,6.0,Condron Coffee,37.0
24582,38.79073,-121.23578,Rocklin,CA,61213,Folsom City Zoo Sanctuary,1.0,PetSmart,12.0,Starbucks,47.0
24583,38.33964,-122.7011,Rohnert Park,CA,42407,No zoo found,0.0,Your Pets Market,7.0,Peet's Coffee,33.0
24584,34.86414,-118.16341,Rosamond,CA,18150,No zoo found,0.0,No BBQ found,0.0,Sister Sister Coffee House,2.0
24585,34.08057,-118.07285,Rosemead,CA,54908,Montebello Barnyard Zoo,1.0,PetSmart,13.0,Starbucks,87.0
24586,38.55185,-121.36467,Rosemont,CA,22681,Sacramento Zoo,1.0,PetSmart,22.0,Starbucks,104.0
24587,38.75212,-121.28801,Roseville,CA,130269,Folsom City Zoo Sanctuary,1.0,PetSmart,13.0,Fourscore Coffee House,62.0
24588,33.97612,-117.90534,Rowland Heights,CA,48993,Parnell Storybook Zoo,1.0,Bubble Dog Pet Grooming,13.0,Starbucks,64.0
24589,33.99613,-117.4056,Rubidoux,CA,34280,giraffe,1.0,Strickly Reptiles,6.0,Starbucks,49.0
24590,38.58157,-121.4944,Sacramento,CA,490712,Sacramento Zoo,1.0,Allie's Paw Spa,14.0,Starbucks,89.0
24591,36.67774,-121.6555,Salinas,CA,157380,Monterey Zoo,1.0,Jurassic Pets,2.0,Starbucks,12.0
24592,34.10834,-117.28977,San Bernardino,CA,216108,No zoo found,0.0,PetSmart,2.0,Starbucks,41.0
24593,37.63049,-122.41108,San Bruno,CA,43185,No zoo found,2.0,PetSmart,24.0,Starbucks,120.0
24594,37.50716,-122.26052,San Carlos,CA,29931,No zoo found,2.0,Pet Food Express,16.0,Starbucks,78.0
24595,33.42697,-117.61199,San Clemente,CA,65526,Zoomars Petting Zoo,1.0,Three Dog Bakery,8.0,Sur Coffee Cafe & Roastery,20.0
24596,32.71571,-117.16472,San Diego,CA,1394928,San Diego Zoo,2.0,Bella Woof Spa,25.0,Starbucks,128.0
24597,34.10668,-117.80673,San Dimas,CA,34630,No zoo found,0.0,PetSmart,15.0,Starbucks,54.0
24598,34.28195,-118.43897,San Fernando,CA,24931,Wildlife Waystation (CLOSED),6.0,Pet Cuts,18.0,Starbucks,55.0
24599,37.77493,-122.41942,San Francisco,CA,864816,Bison Paddock,2.0,Pet Food Express,45.0,Blue Bottle Coffee,281.0
24600,34.09611,-118.10583,San Gabriel,CA,40424,Montebello Barnyard Zoo,1.0,PetSmart,19.0,Starbucks,133.0
24601,33.78391,-116.95864,San Jacinto,CA,46951,No zoo found,0.0,Leila's Paws Pet Services,2.0,Starbucks,4.0
24602,37.33939,-121.89496,San Jose,CA,1026908,Happy Hollow Park and Zoo,1.0,Biscuits,35.0,Voyager Craft Coffee,169.0
24603,33.50169,-117.66255,San Juan Capistrano,CA,36454,Zoomars Petting Zoo,1.0,Pets Plus,16.0,Starbucks,42.0
24604,37.72493,-122.15608,San Leandro,CA,90712,Oakland Zoo,1.0,Pet Food Express,16.0,Peet's Coffee,85.0
24605,37.68104,-122.12441,San Lorenzo,CA,23452,Oakland Zoo,1.0,PetSmart,9.0,Starbucks,45.0
24606,35.28275,-120.65962,San Luis Obispo,CA,47339,No zoo found,0.0,Tails,8.0,Blackhorse Espresso & Bakery - Uptown,20.0
24607,33.14337,-117.16614,San Marcos,CA,92931,San Diego Zoo Safari Park,1.0,PetCoach,16.0,Starbucks,49.0
24608,37.56299,-122.32553,San Mateo,CA,103536,No zoo found,1.0,Pet Food Express,12.0,Starbucks,65.0
24609,37.96215,-122.34553,San Pablo,CA,30407,No zoo found,0.0,Pet Food Express,16.0,Catahoula Coffee,90.0
24610,33.73585,-118.29229,San Pedro,CA,78405,No zoo found,0.0,Reptile Finders,24.0,Starbucks,62.0
24611,37.97353,-122.53109,San Rafael,CA,59162,No zoo found,0.0,It's a Pet's World,10.0,Royal Ground Coffee,24.0
24612,37.77993,-121.97802,San Ramon,CA,76134,Oakland Zoo,1.0,Petco,13.0,Starbucks,60.0
24613,36.70801,-119.55597,Sanger,CA,24950,No zoo found,0.0,No BBQ found,0.0,Starbucks,3.0
24614,33.74557,-117.86783,Santa Ana,CA,335400,Santa Ana Zoo at Prentice Park,3.0,PetSmart,24.0,Starbucks,140.0
24615,34.42083,-119.69819,Santa Barbara,CA,91842,Santa Barbara Zoological Gardens,1.0,PetSmart,2.0,Starbucks,19.0
24616,37.35411,-121.95524,Santa Clara,CA,126215,Happy Hollow Park and Zoo,1.0,Petco,40.0,Peet's Coffee,179.0
24617,34.39166,-118.54259,Santa Clarita,CA,182371,Bison,5.0,PetSmart,4.0,Starbucks,31.0
24618,36.97412,-122.0308,Santa Cruz,CA,64220,No zoo found,0.0,PetSmart,6.0,The Abbey,21.0
24619,33.94724,-118.08535,Santa Fe Springs,CA,18026,Montebello Barnyard Zoo,2.0,PetSmart,15.0,Drinx,71.0
24620,34.95303,-120.43572,Santa Maria,CA,105093,No zoo found,0.0,Petco,2.0,Starbucks,9.0
24621,34.01949,-118.49138,Santa Monica,CA,93220,No zoo found,0.0,Healthy Spot,34.0,Philz Coffee,170.0
24622,34.35417,-119.05927,Santa Paula,CA,30546,No zoo found,0.0,Pet Stop,1.0,Starbucks,5.0
24623,38.44047,-122.71443,Santa Rosa,CA,174972,Safari West,1.0,Pet Club,6.0,Land and Water,28.0
24624,32.83838,-116.97392,Santee,CA,57787,No zoo found,0.0,PetSmart,17.0,The Coffee Corner,57.0
24625,37.26383,-122.02301,Saratoga,CA,30968,Happy Hollow Park and Zoo,1.0,Petco,32.0,Starbucks,133.0
24626,33.74141,-118.10479,Seal Beach,CA,24619,Reptile Zoo,1.0,Petco,25.0,Starbucks,79.0
24627,36.61107,-121.85162,Seaside,CA,33025,No zoo found,0.0,PetSmart,6.0,Starbucks,23.0
24628,36.57078,-119.61208,Selma,CA,24414,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24629,34.23639,-118.48472,North Hills,CA,56946,Bison,5.0,C & C Pet Food,27.0,Starbucks,69.0
24630,35.50051,-119.27178,Shafter,CA,18336,No zoo found,0.0,No BBQ found,0.0,Starbucks,2.0
24631,34.15112,-118.44925,Sherman Oaks,CA,52677,Los Angeles Zoo,2.0,Valley Dog Bakery,45.0,Starbucks,207.0
24632,34.26945,-118.78148,Simi Valley,CA,126788,America's Teaching Zoo,1.0,PetSmart,10.0,Get Hooked Coffee & Bagels,23.0
24633,36.42469,-121.32632,Soledad,CA,25003,No zoo found,0.0,No BBQ found,0.0,Starbucks,3.0
24634,34.05195,-118.04673,South El Monte,CA,20878,Montebello Barnyard Zoo,2.0,PetSmart,15.0,Starbucks,83.0
24635,33.95474,-118.21202,South Gate,CA,96401,Montebello Barnyard Zoo,1.0,Petco,20.0,Starbucks,124.0
24636,38.93324,-119.98435,South Lake Tahoe,CA,21706,No zoo found,0.0,Pet Supermarket,1.0,Starbucks,5.0
24637,34.11612,-118.15035,South Pasadena,CA,26151,Montebello Barnyard Zoo,3.0,Pet Food Express,24.0,Starbucks,160.0
24638,37.65466,-122.40775,South San Francisco,CA,67271,No zoo found,3.0,PetSmart,35.0,Peet's Coffee,244.0
24639,34.01279,-117.90478,South San Jose Hills,CA,20551,Parnell Storybook Zoo,1.0,Bubble Dog Pet Grooming,12.0,Starbucks,67.0
24640,33.95015,-118.03917,South Whittier,CA,57156,Parnell Storybook Zoo,2.0,PetSmart,18.0,J. K. Donuts,74.0
24641,39.11656,-121.63913,South Yuba City,CA,15217,No zoo found,0.0,PetSmart,2.0,Starbucks,4.0
24642,32.74477,-116.99892,Spring Valley,CA,28205,San Diego Zoo,2.0,Beast Pets,21.0,Gladly Coffee,111.0
24643,33.80252,-117.99312,Stanton,CA,38872,Reptile Zoo,3.0,Paws & Claws Grooming,36.0,Starbucks,146.0
24644,37.9577,-121.29078,Stockton,CA,305658,Mike Grove Zoo,1.0,Carter's Pet Mart,5.0,Dutch Bros. Coffee,17.0
24645,34.14862,-118.39647,Studio City,CA,34034,Los Angeles Zoo,2.0,Kriser's Natural Pet,39.0,The Coffee Bean & Tea Leaf,214.0
24646,38.23825,-122.04024,Suisun,CA,28111,No zoo found,0.0,Petco,3.0,Starbucks,21.0
24647,33.70919,-117.19726,Sun City,CA,19579,No zoo found,0.0,Petco,4.0,Starbucks,16.0
24648,34.26695,-118.3023,Sunland,CA,15316,Wildlife Waystation (CLOSED),3.0,PetSmart,11.0,Starbucks,56.0
24649,37.36883,-122.03635,Sunnyvale,CA,155805,Barron Park Donkeys,2.0,Petco,32.0,Starbucks,172.0
24650,33.49364,-117.14836,Temecula,CA,110003,Sugarplum Zoo,1.0,Petco,7.0,Starbucks,24.0
24651,34.10723,-118.05785,Temple City,CA,36365,Montebello Barnyard Zoo,1.0,Petco,13.0,Starbucks,80.0
24652,34.17056,-118.83759,Thousand Oaks,CA,129339,America's Teaching Zoo,1.0,Aquatic Zoo Tropical Fish,10.0,Starbucks,24.0
24653,33.83585,-118.34063,Torrance,CA,143592,No zoo found,0.0,PetSmart,23.0,Starbucks,103.0
24654,37.73987,-121.42618,Tracy,CA,87075,No zoo found,0.0,PetSmart,2.0,Starbucks,10.0
24655,39.32796,-120.18325,Truckee,CA,16299,No zoo found,0.0,Pet Station,1.0,Coffeebar Truckee,7.0
24656,34.25223,-118.28841,Tujunga,CA,26527,Wildlife Waystation (CLOSED),3.0,PetSmart,10.0,Starbucks,63.0
24657,36.20773,-119.34734,Tulare,CA,62315,No zoo found,0.0,No BBQ found,0.0,Starbucks,4.0
24658,37.49466,-120.84659,Turlock,CA,72292,No zoo found,0.0,Petco,2.0,Starbucks,8.0
24659,33.74585,-117.82617,Tustin,CA,80583,Santa Ana Zoo at Prentice Park,3.0,Petco,21.0,Kean Coffee,126.0
24660,33.76446,-117.79394,North Tustin,CA,24917,Santa Ana Zoo at Prentice Park,2.0,Petco,20.0,Starbucks,114.0
24661,34.13556,-116.05417,Twentynine Palms,CA,26025,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24662,39.15017,-123.20778,Ukiah,CA,15917,No zoo found,0.0,Mendocino Barkery,1.0,Black Oak Coffee Roasters,3.0
24663,37.59577,-122.01913,Union City,CA,74494,No zoo found,0.0,Bogie’s Discount Pet Food & Supply,11.0,Starbucks,49.0
24664,34.1389,-118.35341,Universal City,CA,105000,Los Angeles Zoo,2.0,Unleashed,42.0,Starbucks,248.0
24665,34.09751,-117.64839,Upland,CA,76443,No zoo found,0.0,Pet Supplies Plus,17.0,Starbucks,54.0
24666,38.35658,-121.98774,Vacaville,CA,96803,No zoo found,0.0,Petco,3.0,Starbucks,20.0
24667,34.44361,-118.60953,Valencia,CA,148456,Bison,5.0,Petco,3.0,Starbucks,23.0
24668,34.04529,-117.94367,Valinda,CA,22822,Parnell Storybook Zoo,2.0,Petco,16.0,Starbucks,59.0
24669,38.10409,-122.25664,Vallejo,CA,121692,Tava's Jungleland,1.0,Petco,3.0,Panama Bay Coffee Co.,25.0
24670,34.18667,-118.44897,Van Nuys,CA,136443,Los Angeles Zoo,2.0,Petco,35.0,Starbucks,143.0
24671,33.99084,-118.46008,Venice,CA,40885,No zoo found,0.0,Allan's Aquarium & Pet Center,36.0,Starbucks,199.0
24672,34.27834,-119.29317,Ventura,CA,96769,No zoo found,0.0,Pet Stop,1.0,Palermo,11.0
24673,34.53611,-117.29116,Victorville,CA,122225,No zoo found,0.0,Petco,6.0,Starbucks,12.0
24674,34.50055,-118.11646,Vincent,CA,15922,No zoo found,0.0,Country Club Feed & Supply,4.0,Starbucks,10.0
24675,36.33023,-119.29206,Visalia,CA,130104,No zoo found,0.0,No BBQ found,0.0,Starbucks,5.0
24676,33.20004,-117.24254,Vista,CA,100890,No zoo found,0.0,Petco,9.0,Starbucks,47.0
24677,34.02029,-117.86534,Walnut,CA,30237,Parnell Storybook Zoo,1.0,Bubble Dog Pet Grooming,15.0,Starbucks,67.0
24678,37.90631,-122.06496,Walnut Creek,CA,68910,No zoo found,0.0,Petco,13.0,Starbucks,57.0
24679,33.96807,-118.22507,Walnut Park,CA,15966,Montebello Barnyard Zoo,1.0,Petco,20.0,Starbucks,146.0
24680,36.91023,-121.75689,Watsonville,CA,53628,No zoo found,0.0,No BBQ found,0.0,Starbucks,4.0
24681,33.82168,-118.29257,West Carson,CA,21699,No zoo found,0.0,Ford's Feathers,35.0,Starbucks,117.0
24682,34.06862,-117.93895,West Covina,CA,108484,Montebello Barnyard Zoo,2.0,Petco,15.0,Starbucks,58.0
24683,34.09001,-118.36174,West Hollywood,CA,36222,Los Angeles Zoo,2.0,Orange Bone,48.0,Starbucks,292.0
24684,34.05168,-117.9684,West Puente Valley,CA,22636,Montebello Barnyard Zoo,2.0,Petco,15.0,The Coffee Bean & Tea Leaf,66.0
24685,38.58046,-121.53023,West Sacramento,CA,52721,Sacramento Zoo,1.0,Petco,14.0,Steamers,81.0
24686,33.75918,-118.00673,Westminster,CA,92114,Reptile Zoo,2.0,Petco,30.0,Starbucks,132.0
24687,33.9414,-118.3023,Westmont,CA,31853,No zoo found,0.0,Underwater World Enterprises,35.0,Starbucks,226.0
24688,33.97918,-118.03284,Whittier,CA,87438,Parnell Storybook Zoo,2.0,PetSmart,13.0,J. K. Donuts,67.0
24689,33.59891,-117.28004,Wildomar,CA,35632,No zoo found,0.0,Petco,6.0,Montague Brothers Coffee,22.0
24690,33.91696,-118.25507,Willowbrook,CA,35983,No zoo found,0.0,PetSmart,35.0,Starbucks,173.0
24691,38.54713,-122.81638,Windsor,CA,27464,Safari West,1.0,No BBQ found,2.0,Starbucks,21.0
24692,32.83116,-116.93336,Winter Gardens,CA,20631,No zoo found,0.0,Petco,12.0,Kaffee Meister,39.0
24693,38.67852,-121.7733,Woodland,CA,58567,No zoo found,0.0,Pet Extreme,3.0,Dutch Bros. Coffee,29.0
24694,34.16834,-118.60592,Woodland Hills,CA,70000,No zoo found,0.0,Petco,21.0,Starbucks,47.0
24695,33.88863,-117.81311,Yorba Linda,CA,67973,Orange County Zoo,1.0,Yorba Linda Feed Store,21.0,The Coffee Bean & Tea Leaf,91.0
24696,39.14045,-121.61691,Yuba City,CA,66941,No zoo found,0.0,PetSmart,2.0,Starbucks,4.0
24697,34.03363,-117.04309,Yucaipa,CA,53328,No zoo found,0.0,PetSmart,3.0,Starbucks,13.0
24698,34.11417,-116.43224,Yucca Valley,CA,21600,No zoo found,0.0,Petco,2.0,Starbucks,1.0
24770,35.222,-101.8313,Amarillo,TX,198645,Amarillo Zoo,1.0,Petco,3.0,Starbucks,11.0
24771,32.2504,-101.47874,Big Spring,TX,28862,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24772,29.36273,-100.89676,Del Rio,TX,36153,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24773,35.86559,-101.97324,Dumas,TX,15001,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24774,28.70914,-100.49952,Eagle Pass,TX,28765,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24775,31.75872,-106.48693,El Paso,TX,681124,El Paso Zoo,1.0,El Centro,5.0,Starbucks,18.0
24776,34.81521,-102.39932,Hereford,TX,15021,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24777,31.69261,-106.20748,Horizon City,TX,19288,Recreativo San Jorge,1.0,PetSmart,2.0,Starbucks,8.0
24778,33.57786,-101.85517,Lubbock,TX,249042,No zoo found,1.0,Merlin's Pet Shop,9.0,The Coffee Shop,16.0
24779,31.99735,-102.07791,Midland,TX,132950,No zoo found,0.0,No BBQ found,2.0,Starbucks,3.0
24780,31.84568,-102.36764,Odessa,TX,118968,No zoo found,0.0,Petco,1.0,Starbucks,3.0
24781,35.53616,-100.95987,Pampa,TX,18177,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24782,34.18479,-101.70684,Plainview,TX,20919,No zoo found,0.0,No BBQ found,0.0,No Light Rail found,0.0
24783,31.46377,-100.43704,San Angelo,TX,100450,No zoo found,0.0,PetSmart,2.0,Starbucks,2.0
24784,31.65456,-106.30331,Socorro,TX,33222,Recreativo San Jorge,1.0,PetSmart,3.0,Starbucks,16.0
24785,31.63622,-106.29054,Socorro Mission Number 1 Colonia,TX,28637,Recreativo San Jorge,1.0,PetSmart,2.0,Starbucks,12.0
24786,31.84235,-102.49876,West Odessa,TX,22707,No zoo found,0.0,No BBQ found,0.0,Starbucks,2.0
24791,35.59412,-119.34095,Wasco,CA,26279,No zoo found,0.0,No BBQ found,0.0,Starbucks,1.0
24798,40.86652,-124.08284,Arcata,CA,17843,Sequoia Park Zoo,1.0,Arcata Pet Supply,6.0,Northtown Coffee,14.0
24799,40.84235,-124.06367,Bayside,CA,17132,Sequoia Park Zoo,1.0,Arcata Pet Supply,6.0,Beachcomber Cafe,14.0
24800,40.80207,-124.16367,Eureka,CA,27017,Sequoia Park Zoo,1.0,Strictly for the Birds,5.0,Starbucks,13.0
24801,40.94652,-124.10062,McKinleyville,CA,15177,No zoo found,0.0,A & L Feed and Pet Supply,2.0,Starbucks,4.0
24802,40.58654,-122.39168,Redding,CA,91582,Turtle Bay Exploration Park,1.0,Petco,2.0,Dutch Bros. Coffee,21.0
24803,40.41628,-120.65301,Susanville,CA,15247,No zoo found,0.0,Pet Station Susanville,1.0,Joe's,2.0
25046,34.39048,-118.57372,Stevenson Ranch,CA,17557,Bison,5.0,PetSmart,5.0,Starbucks,30.0
25052,38.46449,-121.34692,Vineyard,CA,24836,Sacramento Zoo,1.0,Petco,16.0,Starbucks,53.0
